,date_month,sub_tenure_months,user_count,hours_viewed
1715,2022-02-01,12,769688,13487289.079167
1716,2023-09-01,5,562694,11843620.452500
1717,2023-01-01,90,7503,130081.542000
1718,2023-06-01,85,17702,303380.036667
1719,2023-11-01,103,24756,332467.565167
1720,2024-01-01,90,9602,196163.889000
1721,2024-03-01,6,104375,333564.096333
1722,2024-03-01,101,1143,2597.117333
1723,2022-01-01,-8,297,1306.081167
1724,2022-10-01,19,879749,17611171.161333
1725,2022-11-01,47,27317,473939.828167
1726,2022-05-01,68,11924,189519.593500
1727,2023-07-01,88,18457,267161.878333
1728,2023-11-01,37,163931,3734436.410667
1729,2022-06-01,-3,223,1133.122000
1730,2023-04-01,18,504040,8901690.903833
1731,2023-04-01,37,82579,1682529.850167
1732,2022-09-01,26,207361,4371701.743667
1733,2022-04-01,12,880036,15263400.655333
1734,2022-08-01,36,34368,607958.310500
1735,2022-10-01,66,12131,185843.635833
1736,2023-07-01,49,30861,582592.662000
1737,2023-08-01,87,17187,295709.861333
1738,2023-09-01,94,4775,78070.002333
1739,2023-09-01,86,9400,168194.961167
1740,2023-10-01,36,170561,3785019.198667
1741,2023-12-01,77,34024,699040.805000
1742,2023-10-01,0,10331,264241.588667
1743,2023-10-01,83,10166,179899.291000
1744,2022-07-01,-7,130,823.098667
1745,2022-10-01,18,697199,11547016.857167
1746,2022-12-01,28,265313,6296174.689667
1747,2022-12-01,13,700376,12560433.310500
1748,2023-04-01,8,1056449,20238792.370667
1749,2023-03-01,83,28646,534961.587833
1750,2023-03-01,62,12992,214238.658167
1751,2023-02-01,50,25494,439212.623500
1752,2023-02-01,35,85166,1739970.615333
1753,2022-09-01,38,35573,634597.374500
1754,2022-08-01,37,36354,636497.519833
1755,2023-06-01,30,740725,17397222.131833
1756,2023-06-01,4,714376,14679175.186667
1757,2023-06-01,10,890751,18224838.573000
1758,2023-09-01,34,466431,8423698.619667
1759,2023-08-01,36,207395,4952054.367000
1760,2023-09-01,80,9074,159832.654333
1761,2024-02-01,37,322453,7363510.559500
1762,2023-07-01,75,10586,191280.565500
1763,2023-12-01,40,192301,4800302.275000
1764,2024-02-01,93,16242,297895.269833
1765,2022-04-01,-7,326,2242.637333
1766,2022-05-01,41,30253,490467.551333
1767,2022-02-01,48,15245,270754.243000
1768,2022-09-01,70,12321,199682.974167
1769,2022-10-01,73,11593,175772.658500
1770,2023-02-01,85,6915,107447.568667
1771,2023-01-01,56,15174,296690.032000
1772,2022-11-01,35,39473,718554.623167
1773,2022-11-01,66,11814,201060.521667
1774,2022-12-01,69,11608,217688.597833
1775,2022-06-01,68,13123,183637.454667
1776,2023-07-01,54,30088,618722.378333
1777,2023-08-01,78,9355,169564.248000
1778,2024-01-01,67,13387,293117.241667
1779,2024-02-01,67,15852,321523.814500
1780,2024-02-01,99,4799,81220.270500
1781,2023-10-01,72,8274,158901.060167
1782,2023-11-01,78,10096,196799.668333
1783,2024-03-01,79,4776,12934.634500
1784,2023-03-01,48,118089,1746203.929667
1785,2023-01-01,30,195211,4656488.106667
1786,2022-11-01,10,976950,17169065.981000
1787,2023-01-01,33,204905,4742729.934333
1788,2022-08-01,41,141564,2021767.675833
1789,2022-07-01,61,29833,445822.651667
1790,2022-05-01,47,17758,289479.266000
1791,2023-08-01,28,442419,9537877.291333
1792,2023-03-01,80,12126,194688.174333
1793,2022-11-01,61,11550,196474.380167
1794,2023-06-01,6,716865,14199111.748333
1795,2023-08-01,33,520288,9756316.609333
1796,2022-07-01,52,17539,254993.363000
1797,2023-12-01,11,510419,10965008.051167
1798,2023-05-01,76,10881,171226.635500
1799,2023-09-01,35,169449,3684340.310000
1800,2022-06-01,66,11155,167585.221667
1801,2023-10-01,33,355393,7929063.816500
1802,2023-10-01,34,650756,15665640.395000
1803,2023-11-01,69,10693,195832.810333
1804,2024-03-01,72,2647,7262.666333
1805,2022-06-01,11,639876,10425945.235333
1806,2022-06-01,24,234064,4442470.872833
1807,2022-09-01,49,21394,384406.960167
1808,2023-03-01,65,11313,192776.322833
1809,2023-11-01,18,268561,5947302.100333
1810,2022-10-01,69,11822,175641.770667
1811,2022-10-01,57,14040,218251.007333
1812,2022-11-01,64,37973,667530.564500
1813,2022-12-01,38,35850,755381.603333
1814,2023-05-01,97,28980,355884.220500
1815,2023-09-01,33,661990,15864975.100167
1816,2022-08-01,79,7665,114013.343500
1817,2023-04-01,61,16317,260808.713667
1818,2023-10-01,26,474516,8822100.759167
1819,2023-10-01,45,36563,753842.041333
1820,2023-12-01,49,28965,597853.043667
1821,2024-02-01,52,26191,550270.100500
1822,2024-03-01,19,131352,379494.100000
1823,2022-01-01,24,59975,1317494.195833
1824,2022-08-01,71,11582,187261.944667
1825,2022-11-01,65,29719,470817.659333
1826,2022-07-01,76,18892,222459.796000
1827,2022-04-01,45,22000,369141.164667
1828,2023-04-01,49,114242,1705822.045000
1829,2023-07-01,35,211546,4997890.106500
1830,2023-12-01,55,41126,776494.307333
1831,2023-10-01,75,33630,636097.528500
1832,2023-11-01,74,9415,186746.233833
1833,2022-09-01,30,96887,1943480.949333
1834,2023-02-01,46,134999,2690671.308833
1835,2022-08-01,31,51877,953810.532167
1836,2022-08-01,62,33501,529689.670667
1837,2024-01-01,8,536113,13572878.710500
1838,2022-10-01,67,11912,179584.336667
1839,2022-06-01,75,18315,208053.127667
1840,2023-11-01,38,174017,3705352.408000
1841,2023-11-01,41,159937,3750760.019000
1842,2023-09-01,37,195360,4430790.240000
1843,2023-04-01,71,11321,192868.718167
1844,2024-02-01,34,354450,7747423.209500
1845,2024-02-01,49,35533,771889.033667
1846,2024-01-01,81,9922,209886.553667
1847,2024-03-01,58,11163,30811.448500
1848,2022-05-01,-10,130,986.905167
1849,2023-11-01,105,32,23.070000
1850,2022-01-01,-15,124,292.745333
1851,2023-06-01,100,44,26.035500
1852,2023-01-01,-6,4,12.290333
1853,2023-04-01,-8,3,7.738333
1854,2023-09-01,103,14,16.004667
1855,2023-02-01,-12,1,40.009833
1856,2022-08-01,-11,2,3.449000
1857,2022-04-01,-16,2,43.704167
1858,2022-02-01,-24,1,0.637500
1859,2023-01-01,24,520283,11232481.262833
1860,2022-06-01,50,18762,304904.658167
1861,2023-04-01,57,18965,332799.963833
1862,2022-08-01,2,986364,20453826.439833
1863,2022-09-01,5,759227,14162688.719167
1864,2022-02-01,69,21235,344150.163500
1865,2023-04-01,97,24127,359798.280167
1866,2022-07-01,28,96638,1806317.647333
1867,2023-03-01,51,26897,455414.762500
1868,2022-10-01,49,15212,253332.875000
1869,2022-05-01,78,6943,99651.658000
1870,2022-06-01,80,6458,90149.907333
1871,2022-07-01,45,14568,229957.382500
1872,2023-10-01,55,103297,1769131.462500
1873,2023-10-01,49,22861,423246.608667
1874,2023-11-01,95,5293,97629.673333
1875,2022-03-01,22,344024,8940740.478333
1876,2022-07-01,9,706354,11448248.873500
1877,2022-04-01,29,41379,730556.035167
1878,2022-08-01,10,716776,12040435.177333
1879,2022-10-01,64,32438,471779.609000
1880,2022-08-01,61,40319,678179.798333
1881,2023-10-01,5,659542,15003479.176167
1882,2023-12-01,92,27054,607875.286500
1883,2023-01-01,34,91428,2077456.157333
1884,2022-05-01,6,1004732,15218838.446667
1885,2023-05-01,26,677905,14516461.839167
1886,2023-03-01,10,471387,8832057.303333
1887,2022-09-01,20,569418,10829997.020000
1888,2023-01-01,49,28284,544069.946667
1889,2022-12-01,21,832836,19628917.895833
1890,2023-09-01,26,312616,6749764.447833
1891,2022-07-01,38,52151,770600.515000
1892,2022-06-01,42,27805,420066.777500
1893,2023-02-01,81,18702,295970.833833
1894,2023-07-01,86,17492,302017.370333
1895,2024-02-01,87,9937,191061.126667
1896,2023-12-01,88,8665,170474.281833
1897,2024-03-01,12,88172,270501.396000
1898,2022-06-01,79,6393,82591.911333
1899,2022-10-01,1,1855395,38033267.305667
1900,2022-06-01,5,1334311,20955271.644833
1901,2023-02-01,24,479070,8545185.882000
1902,2022-04-01,7,1187818,21654972.999500
1903,2023-09-01,25,469088,8488544.354167
1904,2022-07-01,69,13019,183852.820333
1905,2023-06-01,60,14467,273079.242000
1906,2023-06-01,22,545804,9776647.923500
1907,2023-03-01,84,18362,224171.554000
1908,2024-01-01,28,504634,12183741.276167
1909,2024-01-01,68,12024,264320.206833
1910,2022-07-01,80,6358,84945.961333
1911,2023-12-01,82,9189,176875.189833
1912,2024-01-01,102,5483,102928.340500
1913,2023-04-01,-1,1399,7397.882500
1914,2023-04-01,35,260706,6960979.208000
1915,2022-02-01,23,110145,2248289.904333
1916,2022-08-01,54,14579,244306.729667
1917,2022-02-01,29,33333,597749.113167
1918,2023-08-01,92,5499,103235.803667
1919,2023-06-01,5,771176,15790743.442167
1920,2024-02-01,17,409293,8171773.062167
1921,2023-12-01,48,31472,662251.649333
1922,2023-06-01,93,4756,80316.890000
1923,2024-03-01,14,96923,285658.510500
1924,2024-03-01,68,3252,9099.474000
1925,2022-06-01,25,312278,7382709.832667
1926,2023-03-01,18,735727,14103027.192333
1927,2022-09-01,52,16058,272019.505333
1928,2022-12-01,90,9722,159627.928167
1929,2022-04-01,76,7475,123016.287833
1930,2023-05-01,42,34906,582832.886000
1931,2023-09-01,75,25987,466067.783500
1932,2023-10-01,2,764283,19122896.127167
1933,2023-10-01,20,333758,6809215.851333
1934,2023-12-01,61,15266,311648.219500
1935,2024-01-01,62,14889,321342.532500
1936,2022-05-01,-8,192,1087.910833
1937,2022-10-01,-7,21,68.035833
1938,2022-08-01,-9,17,82.380500
1939,2022-04-01,-8,201,1170.827500
1940,2023-11-01,10,520889,10920293.121667
1941,2022-03-01,71,31512,601935.342500
1942,2022-01-01,79,11065,193675.994667
1943,2022-08-01,17,958729,19769830.445000
1944,2022-12-01,11,996617,18784043.378167
1945,2023-04-01,28,779062,17734542.149500
1946,2023-02-01,83,17382,205049.712000
1947,2022-10-01,87,7782,109990.755167
1948,2022-12-01,34,62218,1174400.906333
1949,2023-04-01,82,14030,241116.209500
1950,2024-02-01,106,25051,356223.484833
1951,2023-12-01,100,4856,89566.286333
1952,2024-03-01,41,33220,101306.080500
1953,2022-06-01,-5,362,2494.757333
1954,2022-02-01,17,320865,6306660.183833
1955,2022-09-01,9,1244235,22122320.156000
1956,2022-04-01,5,1069592,16881027.093833
1957,2022-03-01,43,22695,393589.524500
1958,2022-03-01,64,13164,211497.522500
1959,2022-06-01,35,35194,553325.910833
1960,2022-08-01,73,12745,208124.889667
1961,2024-01-01,83,8979,186728.824667
1962,2024-02-01,55,25317,511881.711833
1963,2024-01-01,52,22470,489180.473833
1964,2023-02-01,0,946322,5925546.130000
1965,2022-10-01,28,226648,4482524.301667
1966,2022-01-01,63,15260,290490.658000
1967,2022-12-01,25,638021,11802001.077167
1968,2022-06-01,1,1348410,30649965.041167
1969,2023-04-01,48,128209,2495374.679833
1970,2023-04-01,36,185123,3816557.197167
1971,2022-10-01,48,15259,243377.763833
1972,2022-12-01,49,18423,368059.642500
1973,2022-07-01,37,36814,577653.692000
1974,2022-10-01,88,10044,132604.777667
1975,2023-07-01,67,9841,198806.950000
1976,2023-06-01,76,9652,171718.672833
1977,2023-12-01,20,300858,6656994.343833
1978,2023-10-01,68,11001,199863.923833
1979,2022-05-01,-4,253,1236.383333
1980,2022-06-01,-10,65,264.131667
1981,2022-01-01,6,997844,20179763.951000
1982,2022-04-01,15,681780,12612555.122000
1983,2022-09-01,31,63894,1051186.483333
1984,2022-04-01,67,11835,192980.588500
1985,2022-06-01,71,12285,183131.309500
1986,2022-11-01,86,5818,92168.746333
1987,2022-07-01,44,18372,290094.532833
1988,2022-08-01,77,21410,256388.252500
1989,2023-09-01,31,374778,7471136.996833
1990,2023-09-01,49,24879,469149.537000
1991,2024-02-01,91,9423,173282.852167
1992,2022-03-01,11,968376,16486475.556500
1993,2022-09-01,44,38064,695504.793833
1994,2022-11-01,9,622434,10977037.065667
1995,2023-01-01,43,36621,704754.916667
1996,2023-01-01,75,13106,227032.048667
1997,2022-10-01,50,21114,350448.826000
1998,2022-04-01,59,12762,212806.379000
1999,2023-04-01,69,36472,653140.551500
2000,2023-05-01,62,17115,266096.002667
2001,2023-05-01,75,11031,173427.044833
2002,2023-04-01,67,10995,188121.677000
2003,2023-08-01,100,25206,339995.929333
2004,2023-06-01,56,12539,234865.233500
2005,2024-02-01,94,25952,577509.569500
2006,2023-12-01,25,411203,8134642.009333
2007,2024-01-01,104,8961,180120.358167
2008,2023-10-01,62,16074,307260.394667
2009,2024-03-01,13,81372,244799.282500
2010,2024-03-01,50,8210,22465.079500
2011,2023-11-01,49,27043,561279.079833
2012,2022-12-01,12,1128702,22511223.725333
2013,2022-11-01,74,10842,176496.884833
2014,2022-05-01,63,11891,191159.824000
2015,2022-06-01,60,29620,405797.630000
2016,2023-06-01,27,627206,15359778.901333
2017,2023-06-01,36,181078,4172600.378833
2018,2023-06-01,58,17543,343683.461833
2019,2023-07-01,89,7190,130750.000833
2020,2023-07-01,48,28636,568552.580000
2021,2023-12-01,96,5511,106742.738500
2022,2024-01-01,15,450316,9645826.614000
2023,2023-01-01,15,584425,11156176.306000
2024,2022-02-01,39,19984,340369.491500
2025,2022-05-01,12,700610,14272739.393667
2026,2023-03-01,74,11076,173005.085500
2027,2022-06-01,59,38947,616042.236500
2028,2022-06-01,40,45383,679187.621833
2029,2022-05-01,81,7031,105636.504667
2030,2023-08-01,40,174096,4226991.668000
2031,2023-05-01,14,418686,7163980.425333
2032,2022-12-01,50,14507,284585.955000
2033,2022-07-01,32,37670,620178.713000
2034,2023-05-01,87,8301,127843.806667
2035,2023-11-01,65,13065,261099.286000
2036,2024-01-01,76,9463,212585.787833
2037,2022-02-01,-7,205,864.985333
2038,2022-12-01,-8,1,14.281833
2039,2022-04-01,-13,20,53.521833
2040,2022-07-01,-18,1,0.176167
2041,2022-02-01,-14,86,542.089333
2042,2022-10-01,-10,1,10.244333
2043,2022-01-01,-22,2,0.284667
2044,2022-12-01,-7,1,16.020167
2045,2022-10-01,-13,1,50.610333
2046,2023-01-01,-5,4,8.322333
2047,2022-01-01,-25,1,4.164167
2048,2022-04-01,-14,1,1.093833
2049,2022-10-01,22,934152,19264385.672333
2050,2023-05-01,4,964392,17417188.462000
2051,2023-03-01,78,10943,173241.034500
2052,2023-04-01,22,421549,7526840.859500
2053,2024-02-01,7,409828,9088224.425667
2054,2023-11-01,32,527747,13642705.650167
2055,2023-12-01,76,16553,343542.391167
2056,2024-03-01,70,2756,7625.398333
2057,2023-01-01,37,40440,821503.108167
2058,2022-06-01,30,41462,668162.414833
2059,2023-04-01,0,711992,4001208.115667
2060,2022-07-01,46,14477,240749.907000
2061,2023-05-01,96,10528,156931.590333
2062,2023-07-01,2,1044795,25897685.575667
2063,2023-12-01,15,457441,9375092.905167
2064,2024-02-01,95,16719,233569.216500
2065,2024-03-01,3,177229,560804.026667
2066,2022-01-01,46,21288,385003.108167
2067,2022-10-01,78,30562,554072.184000
2068,2023-05-01,29,784033,16125001.717500
2069,2023-05-01,49,127413,2315341.948667
2070,2023-03-01,81,14994,240931.445333
2071,2023-02-01,88,6003,91838.057500
2072,2023-01-01,68,12037,226652.368167
2073,2023-01-01,62,11377,233308.423500
2074,2022-09-01,88,10964,169615.554167
2075,2023-08-01,17,334695,6895899.705500
2076,2023-08-01,56,23978,479985.264667
2077,2023-04-01,96,29104,374174.136333
2078,2023-06-01,12,357339,7399524.632000
2079,2023-06-01,75,10341,185244.854500
2080,2024-02-01,16,405400,7832614.095333
2081,2024-02-01,40,151271,3421470.129000
2082,2023-07-01,98,9122,160324.723833
2083,2022-08-01,11,1003290,18056296.552500
2084,2022-01-01,40,17355,366791.627000
2085,2022-12-01,27,246316,5161606.611333
2086,2023-10-01,10,538878,10982267.844667
2087,2022-03-01,29,41487,753465.656833
2088,2022-11-01,83,6902,113831.523500
2089,2023-07-01,4,660700,14946643.244333
2090,2023-08-01,63,12671,250861.211000
2091,2023-08-01,99,9067,161725.517500
2092,2023-08-01,84,8760,165229.062667
2093,2023-07-01,95,4955,85636.191333
2094,2023-11-01,71,9179,183993.435000
2095,2023-10-01,61,11231,221995.629833
2096,2023-02-01,38,36747,677419.898000
2097,2022-09-01,25,280221,5731066.284167
2098,2022-11-01,87,6508,102231.812833
2099,2022-06-01,69,11141,161480.829667
2100,2023-08-01,7,642391,13731105.679333
2101,2022-07-01,41,45754,722634.180167
2102,2023-08-01,29,591710,15100157.064500
2103,2022-06-01,53,13445,205383.861333
2104,2022-05-01,71,16080,256725.444500
2105,2023-08-01,70,8536,167475.373167
2106,2023-07-01,46,24393,460373.287500
2107,2023-11-01,12,547066,11836878.359333
2108,2023-05-01,88,7101,104460.066833
2109,2023-03-01,32,187113,3965228.735500
2110,2022-03-01,32,39596,675260.237833
2111,2023-02-01,18,631239,9852808.898333
2112,2022-12-01,5,991481,17817378.270500
2113,2023-01-01,51,14440,280526.921500
2114,2023-01-01,48,35941,742417.858500
2115,2022-04-01,69,13042,218856.031667
2116,2023-04-01,30,196941,4103464.095167
2117,2023-07-01,18,602259,12401444.167833
2118,2023-11-01,16,452474,8545844.221667
2119,2023-12-01,44,163701,4204980.652667
2120,2023-12-01,87,9812,197956.012833
2121,2024-02-01,71,13556,251661.507500
2122,2024-03-01,44,34309,104499.459333
2123,2022-10-01,8,694629,11242727.169500
2124,2024-01-01,17,604437,14779252.336167
2125,2022-09-01,41,154282,2938921.188500
2126,2022-08-01,35,31407,532862.277667
2127,2023-10-01,18,313846,6710837.265833
2128,2022-08-01,46,15589,260981.931333
2129,2023-04-01,44,29815,553188.309333
2130,2022-06-01,63,11620,168913.799167
2131,2023-06-01,8,689628,12441785.888000
2132,2024-01-01,88,9623,204662.259500
2133,2022-08-01,-2,459,5774.990000
2134,2023-02-01,36,55683,939839.301000
2135,2022-01-01,54,45378,954645.901333
2136,2022-08-01,12,904629,13956534.864333
2137,2023-03-01,61,13480,227858.165167
2138,2022-11-01,84,6286,92467.134000
2139,2022-06-01,56,11818,178337.688000
2140,2024-01-01,26,390197,8324850.550500
2141,2022-05-01,76,8048,119869.118667
2142,2024-01-01,70,14157,287271.787833
2143,2023-12-01,74,8351,178715.507833
2144,2024-03-01,46,63576,200283.653333
2145,2024-03-01,95,6822,17574.103167
2146,2022-03-01,16,785107,12372513.833833
2147,2022-04-01,1,1668953,35815731.848167
2148,2022-10-01,2,2110371,40404088.287500
2149,2023-05-01,0,491705,2711409.118167
2150,2022-04-01,26,69041,1135131.557667
2151,2023-01-01,26,642902,11405048.970000
2152,2023-02-01,95,23809,341653.169333
2153,2022-09-01,65,11878,195572.463667
2154,2022-06-01,87,24958,320686.627667
2155,2022-11-01,50,14044,258033.780667
2156,2023-03-01,42,28498,479518.728000
2157,2023-04-01,42,32857,601851.171333
2158,2023-04-01,26,454685,8348804.867167
2159,2022-05-01,48,16436,263403.355833
2160,2023-05-01,95,9232,127154.128167
2161,2022-04-01,62,11798,193631.366167
2162,2022-12-01,62,11904,231952.099667
2163,2023-05-01,51,44106,714381.596000
2164,2022-08-01,-3,396,2985.556333
2165,2022-02-01,35,136357,1914147.353500
2166,2024-01-01,93,26346,636597.783000
2167,2022-09-01,69,11578,193100.289500
2168,2022-06-01,0,738987,4229693.047167
2169,2023-04-01,68,18854,333084.661667
2170,2023-11-01,31,393248,8653895.833000
2171,2023-11-01,23,631185,13560705.203167
2172,2023-11-01,84,10051,185685.730833
2173,2022-02-01,42,22812,424278.086333
2174,2022-11-01,48,17929,316084.577500
2175,2022-07-01,10,986951,17134248.881333
2176,2022-07-01,34,30042,474430.366333
2177,2023-08-01,8,613983,12671380.348000
2178,2023-04-01,58,15254,262569.670333
2179,2023-12-01,26,354697,7416353.865167
2180,2023-10-01,99,5474,84839.834667
2181,2023-10-01,71,7699,142838.638833
2182,2022-01-01,-2,1043,9557.227000
2183,2024-03-01,69,2727,7292.639833
2184,2022-01-01,2,1826172,34741785.891833
2185,2022-09-01,34,38819,686035.710500
2186,2022-01-01,73,8142,159064.234333
2187,2022-08-01,60,20954,355763.708667
2188,2023-07-01,22,601513,12864374.494000
2189,2023-07-01,3,755811,17019801.545667
2190,2023-07-01,72,35308,696877.500333
2191,2023-09-01,51,28350,514531.217667
2192,2023-12-01,4,572572,13741772.672500
2193,2022-08-01,23,267127,4986789.453167
2194,2023-01-01,12,954452,18553016.133333
2195,2023-03-01,63,11093,186122.248833
2196,2023-03-01,90,5897,89372.729333
2197,2022-01-01,74,7570,130301.406667
2198,2022-05-01,52,14465,233295.128333
2199,2022-11-01,21,525227,9312033.449333
2200,2022-02-01,-1,2159,17164.686500
2201,2022-07-01,62,11870,183835.621167
2202,2022-11-01,73,12833,200981.331333
2203,2023-05-01,93,6324,95068.391833
2204,2024-01-01,24,503228,11687081.306333
2205,2023-06-01,38,178558,4104012.764667
2206,2023-07-01,99,25660,345612.688333
2207,2024-01-01,22,282917,6505233.338333
2208,2024-01-01,78,33549,739312.884500
2209,2024-02-01,81,9898,194946.631833
2210,2023-11-01,83,9389,174875.544833
2211,2022-01-01,-14,169,796.086500
2212,2022-01-01,7,910219,16606064.303167
2213,2022-05-01,49,20274,350788.628333
2214,2022-12-01,23,538236,11408070.911833
2215,2022-09-01,64,12298,207027.873667
2216,2023-04-01,15,758993,13848625.799333
2217,2022-05-01,85,32077,405542.104000
2218,2022-11-01,62,11493,199084.549333
2219,2023-08-01,3,864849,20259459.027167
2220,2023-05-01,19,492810,8147341.216833
2221,2022-12-01,83,7473,132590.848000
2222,2023-07-01,58,11989,243462.784333
2223,2023-06-01,37,248398,7127359.620667
2224,2023-12-01,97,5054,90746.981833
2225,2024-03-01,37,63287,194064.581000
2226,2022-03-01,-7,241,3346.940333
2227,2023-10-01,104,16,8.669333
2228,2022-12-01,-5,30,68.557833
2229,2022-03-01,-3,588,4644.240667
2230,2022-04-01,-9,165,1271.721000
2231,2022-01-01,-16,34,101.129167
2232,2023-05-01,-4,2,5.436167
2233,2022-06-01,-11,22,76.186667
2234,2022-10-01,-8,3,24.363333
2235,2022-06-01,-12,1,1.189667
2236,2023-02-01,-8,3,17.413000
2237,2022-12-01,-13,1,0.111667
2238,2023-07-01,-4,1,0.617167
2239,2024-03-01,650,1,4.104833
2240,2023-02-01,-13,1,0.108667
2241,2023-02-01,-11,1,12.099333
2242,2022-11-01,31,199038,4149965.337000
2243,2022-05-01,3,1162516,20138225.856333
2244,2022-03-01,12,1195633,24946679.884500
2245,2023-05-01,12,409956,7441445.901000
2246,2023-05-01,30,578726,9357149.385333
2247,2022-09-01,24,264434,5038323.513667
2248,2023-04-01,79,10449,171278.878167
2249,2023-05-01,63,13480,218161.724167
2250,2022-10-01,23,656090,9965002.197667
2251,2024-02-01,75,7392,143676.060000
2252,2022-05-01,75,8764,136990.704667
2253,2023-05-01,3,942701,17016601.666667
2254,2023-07-01,38,243906,7177732.617000
2255,2022-09-01,22,627673,10017670.665667
2256,2022-12-01,16,726358,12751459.735167
2257,2022-10-01,25,258539,4544270.180000
2258,2022-05-01,36,57958,873450.220500
2259,2022-12-01,51,14543,297490.163667
2260,2022-04-01,34,40319,672998.112000
2261,2022-06-01,65,11272,159423.432167
2262,2023-06-01,96,7970,127662.145000
2263,2022-10-01,37,31112,495918.251833
2264,2022-12-01,2,1632611,30966708.622333
2265,2023-03-01,47,136097,2580070.973000
2266,2023-09-01,39,165493,3730380.908167
2267,2022-09-01,62,41951,735095.857500
2268,2022-12-01,41,34686,705582.288333
2269,2023-12-01,84,9754,191026.716167
2270,2023-07-01,70,10024,198227.132000
2271,2023-11-01,82,9235,167084.852000
2272,2023-10-01,87,9694,172674.334167
2273,2022-11-01,81,7910,133357.039000
2274,2023-06-01,88,7185,131143.512500
2275,2024-03-01,48,14526,39898.748167
2276,2022-11-01,30,282803,7513563.542333
2277,2022-09-01,10,770962,12231512.566333
2278,2022-02-01,8,811441,13396736.541500
2279,2022-05-01,50,18936,285352.087500
