,date_month,sub_tenure_months,user_count,hours_viewed
2280,2023-08-01,61,17523,351515.707167
2281,2024-02-01,15,447295,9764919.755667
2282,2023-06-01,81,10133,192029.040333
2283,2022-08-01,68,11658,192185.897500
2284,2023-07-01,68,8060,153091.329000
2285,2024-03-01,94,4669,11726.270000
2286,2023-03-01,17,537869,9348235.534333
2287,2022-11-01,37,34922,647478.081000
2288,2023-06-01,52,40039,761937.094333
2289,2022-06-01,36,37596,568658.862167
2290,2022-03-01,24,109302,2158508.556500
2291,2023-02-01,68,29081,438478.912333
2292,2023-12-01,33,528274,14125754.378000
2293,2023-10-01,41,227780,6555127.143667
2294,2023-02-01,45,51208,831736.246500
2295,2023-09-01,100,8590,145299.037333
2296,2024-03-01,66,3028,8117.872167
2297,2022-03-01,3,2120293,39309557.095167
2298,2023-07-01,39,177227,4290129.349333
2299,2022-04-01,17,749605,11720798.864833
2300,2022-04-01,40,30236,512885.585500
2301,2023-08-01,51,42506,764778.567833
2302,2022-07-01,-2,355,2594.053667
2303,2024-02-01,14,411237,8521431.485667
2304,2023-12-01,24,644057,14283283.919333
2305,2023-03-01,82,19522,294317.934667
2306,2023-02-01,56,15323,268915.069000
2307,2024-02-01,0,19614,587548.349500
2308,2022-04-01,82,10185,146732.467667
2309,2023-06-01,59,17947,337318.462333
2310,2023-01-01,74,11951,222833.898500
2311,2023-03-01,58,14945,249976.771167
2312,2023-05-01,82,12063,189475.873500
2313,2023-07-01,53,39695,769149.605500
2314,2024-03-01,88,2443,6243.985500
2315,2022-03-01,20,245288,5078884.372833
2316,2022-04-01,24,237189,4784607.069000
2317,2022-11-01,32,90491,1838388.237000
2318,2023-06-01,26,475826,9791443.232333
2319,2022-09-01,50,21356,364505.791000
2320,2022-04-01,55,12508,208109.117667
2321,2023-12-01,28,463258,9139013.802500
2322,2022-11-01,42,52463,846428.116833
2323,2022-07-01,87,29074,340898.366167
2324,2022-01-01,76,6733,128103.935167
2325,2022-08-01,26,232823,4931800.518500
2326,2023-02-01,14,937204,17144233.217333
2327,2022-04-01,13,1141208,23326156.398167
2328,2023-06-01,9,672784,12612014.583000
2329,2023-01-01,80,20107,344805.967667
2330,2024-01-01,99,4983,96260.002167
2331,2023-01-01,73,11173,208987.033833
2332,2024-01-01,92,16806,329051.334000
2333,2023-08-01,88,27400,577149.111667
2334,2023-08-01,73,34800,685166.057667
2335,2023-09-01,92,5379,90627.865333
2336,2023-07-01,90,5837,99714.352333
2337,2022-11-01,1,1950444,40632897.566167
2338,2022-05-01,16,664441,11667350.973333
2339,2023-05-01,6,921369,16737233.909167
2340,2023-02-01,13,853397,15174135.319500
2341,2022-02-01,15,725958,11981627.548333
2342,2022-03-01,78,6580,101744.370000
2343,2022-12-01,14,605032,11500849.318167
2344,2023-03-01,13,540668,9495475.296000
2345,2022-06-01,32,36888,598421.776167
2346,2023-09-01,9,552808,11196122.392667
2347,2022-03-01,48,19382,298600.729333
2348,2024-01-01,73,9284,213333.529500
2349,2023-01-01,38,36873,736942.320333
2350,2023-03-01,52,17668,302981.445167
2351,2024-02-01,102,4730,85708.094833
2352,2023-10-01,91,18078,247371.121333
2353,2023-09-01,74,33267,634658.934167
2354,2023-09-01,61,16117,304869.057333
2355,2022-01-01,47,16705,336567.867333
2356,2022-08-01,63,12636,210081.030333
2357,2022-09-01,89,32050,412504.437500
2358,2023-10-01,80,9079,157904.587500
2359,2023-08-01,62,14032,276048.528500
2360,2023-10-01,60,11809,225714.053500
2361,2023-08-01,82,11551,204675.359000
2362,2024-03-01,84,2014,5196.887833
2363,2023-05-01,40,44698,804111.188000
2364,2022-05-01,35,40788,655691.721333
2365,2022-09-01,66,11796,192164.309833
2366,2023-09-01,16,285665,6172702.437833
2367,2023-10-01,22,652341,13717756.210667
2368,2024-01-01,25,593331,14299486.109167
2369,2022-11-01,70,11122,172675.622833
2370,2022-12-01,63,11860,232499.592833
2371,2023-05-01,47,35100,573138.248000
2372,2024-02-01,83,9330,177888.327667
2373,2022-10-01,55,18231,268751.523333
2374,2023-07-01,57,12253,232407.810167
2375,2023-09-01,62,16253,303957.821000
2376,2023-08-01,66,11246,210736.286000
2377,2022-08-01,-5,156,967.360833
2378,2022-11-01,26,240262,4592249.470667
2379,2022-11-01,3,1615898,31827426.053500
2380,2022-09-01,29,211366,4245628.378167
2381,2023-01-01,0,1186819,7346972.222000
2382,2023-01-01,44,53042,954157.645000
2383,2023-03-01,1,1654506,37170257.023000
2384,2022-06-01,52,13962,209563.414333
2385,2022-01-01,11,885028,16965235.059333
2386,2024-01-01,4,598438,15282385.605833
2387,2022-06-01,67,11923,178712.192667
2388,2022-02-01,51,12428,236463.504833
2389,2023-09-01,76,9967,182105.989167
2390,2023-06-01,39,75371,1656769.132167
2391,2023-05-01,66,11150,180731.835167
2392,2022-04-01,81,8076,122464.807500
2393,2022-03-01,51,12544,210515.575667
2394,2023-10-01,97,4546,76117.183167
2395,2024-03-01,62,7068,19054.732167
2396,2023-04-01,25,690048,15627633.408833
2397,2023-02-01,21,480610,11173473.986333
2398,2023-01-01,28,239972,5106671.350167
2399,2023-06-01,50,118622,2408469.443333
2400,2023-11-01,91,26260,561015.349000
2401,2023-11-01,86,9475,181470.047167
2402,2023-08-01,95,4608,77695.901833
2403,2022-12-01,70,11122,211344.931500
2404,2023-11-01,94,5507,96376.430833
2405,2023-05-01,16,722764,12385639.116000
2406,2022-12-01,26,230779,5232790.632667
2407,2022-06-01,14,761697,12131153.004333
2408,2022-10-01,32,65101,1005188.271000
2409,2022-03-01,74,8259,123541.003333
2410,2022-01-01,10,1416324,32059586.739833
2411,2022-03-01,80,8320,123577.958000
2412,2023-12-01,81,9766,193708.163000
2413,2023-12-01,62,11908,248362.228333
2414,2024-02-01,74,8930,186629.817000
2415,2023-06-01,44,29918,596247.148500
2416,2022-06-01,49,15381,231259.377667
2417,2022-09-01,68,11540,182073.215667
2418,2023-11-01,0,2616,45312.102500
2419,2024-03-01,106,1706,4249.174000
2420,2023-05-01,-6,2,66.968333
2421,2022-07-01,-9,58,213.188333
2422,2022-02-01,-11,163,1098.879667
2423,2022-07-01,-14,3,28.375000
2424,2022-11-01,-12,1,38.662667
2425,2022-05-01,-16,1,0.519833
2426,2023-04-01,-7,4,40.085167
2427,2022-08-01,-10,2,39.178000
2428,2022-02-01,-20,1,0.506167
2429,2023-01-01,3,1367800,24588169.536333
2430,2022-12-01,6,584104,11716504.801333
2431,2023-07-01,5,641682,13878859.372333
2432,2022-11-01,19,625001,11467274.654667
2433,2023-04-01,34,195098,4184816.584167
2434,2022-06-01,37,54317,773744.912167
2435,2022-08-01,14,561248,9450721.140333
2436,2023-03-01,68,37979,665730.269500
2437,2023-03-01,77,12815,195581.311333
2438,2023-02-01,69,11254,191293.229333
2439,2024-02-01,41,164699,3486883.635000
2440,2024-02-01,30,421171,7675525.743667
2441,2023-06-01,61,13189,250790.800500
2442,2024-01-01,96,5582,109895.800500
2443,2022-02-01,52,12940,226658.367833
2444,2023-03-01,76,11794,185595.670000
2445,2022-02-01,-12,129,700.654500
2446,2022-04-01,16,1118855,23934369.487167
2447,2023-01-01,4,1066501,20781669.851500
2448,2023-08-01,5,586725,12938839.222000
2449,2023-08-01,39,238263,7023760.715333
2450,2023-02-01,49,34213,644332.755333
2451,2023-04-01,66,11038,187070.142167
2452,2023-01-01,55,16315,313901.823167
2453,2022-10-01,30,212743,4156634.501000
2454,2022-01-01,14,918131,16383176.001667
2455,2023-08-01,45,30041,607162.380500
2456,2024-02-01,12,392234,8188302.233833
2457,2023-04-01,54,13349,230231.854833
2458,2024-03-01,64,3340,8658.193833
2459,2022-09-01,1,2484732,59086258.926500
2460,2023-05-01,69,19393,312048.579167
2461,2022-06-01,74,29182,504708.755833
2462,2023-06-01,31,523490,9464386.977000
2463,2022-12-01,78,15163,287822.143000
2464,2022-08-01,32,43154,764853.623167
2465,2024-02-01,46,150739,3473233.039833
2466,2022-05-01,51,15087,243811.324667
2467,2022-10-01,-6,99,284.691167
2468,2023-01-01,-3,162,454.704833
2469,2023-09-01,14,474710,8852992.359167
2470,2022-05-01,40,39142,677211.351833
2471,2022-10-01,20,583565,9487937.307833
2472,2022-03-01,56,42302,737183.289667
2473,2023-07-01,74,10720,209177.129333
2474,2022-12-01,76,10921,204215.751667
2475,2023-10-01,73,9604,182754.968333
2476,2023-05-01,74,11585,175643.213833
2477,2022-04-01,22,253409,5313752.972667
2478,2023-01-01,42,34181,684269.143167
2479,2023-08-01,52,113888,2367122.702333
2480,2022-02-01,7,869994,15931790.187667
2481,2023-01-01,-1,24271,109447.260333
2482,2023-09-01,101,24214,329478.600500
2483,2023-03-01,59,18100,319397.564667
2484,2023-02-01,47,116967,1657029.884000
2485,2022-04-01,51,14425,238510.793500
2486,2022-05-01,65,11922,192328.160333
2487,2023-02-01,71,10903,177074.854000
2488,2023-11-01,21,320203,6608639.070333
2489,2023-12-01,23,516345,10901860.204833
2490,2023-11-01,60,14715,283702.200333
2491,2023-06-01,79,10852,198205.030000
2492,2023-12-01,101,5580,96663.909667
2493,2022-05-01,-7,244,1197.303167
2494,2023-01-01,32,283818,8338250.412500
2495,2022-04-01,2,1445198,27049550.378333
2496,2023-02-01,15,575554,9419772.916833
2497,2023-03-01,2,1556484,30258768.017500
2498,2022-02-01,24,70319,1180769.454500
2499,2022-07-01,30,49941,862167.509500
2500,2023-08-01,57,15542,295993.431667
2501,2023-12-01,57,104560,1951543.505500
2502,2022-09-01,75,15477,259708.940167
2503,2023-05-01,53,26844,437834.094333
2504,2023-08-01,68,9598,199202.704500
2505,2023-08-01,89,18402,271708.754000
2506,2024-02-01,82,9620,184319.108833
2507,2023-09-01,81,9333,167502.737000
2508,2022-11-01,4,1015076,17270213.640667
2509,2023-01-01,8,537907,11026018.471667
2510,2022-09-01,6,706380,12040703.045333
2511,2022-09-01,3,799816,15368034.239500
2512,2022-12-01,32,205184,4866548.077667
2513,2022-02-01,9,830782,17863163.795833
2514,2023-07-01,32,527002,9803221.296500
2515,2022-07-01,74,19436,277074.164500
2516,2024-01-01,56,40049,821812.579000
2517,2023-02-01,77,10487,173328.443500
2518,2022-08-01,30,67091,1091857.182167
2519,2022-06-01,85,10637,148983.642667
2520,2023-11-01,48,28070,549257.663000
2521,2023-11-01,46,36254,767718.000000
2522,2023-12-01,69,14506,276404.571833
2523,2023-01-01,76,11068,205013.059667
2524,2024-03-01,93,3285,8483.038667
2525,2024-03-01,65,2100,5899.516000
2526,2022-06-01,-6,201,1313.799333
2527,2023-02-01,23,746960,16393954.048000
2528,2022-06-01,3,948948,15792916.169333
2529,2023-05-01,11,412070,7372594.170667
2530,2023-07-01,52,108377,1894944.155333
2531,2023-06-01,18,754911,15229749.179667
2532,2022-03-01,21,262834,5535128.913500
2533,2022-12-01,79,19975,346935.742167
2534,2024-02-01,20,238743,5115197.664167
2535,2022-02-01,55,42173,788407.563333
2536,2022-05-01,46,22190,362190.975667
2537,2023-09-01,65,14834,282235.121167
2538,2022-02-01,58,12717,215558.358500
2539,2022-04-01,-1,1847,21612.734500
2540,2024-03-01,54,5015,13557.230333
2541,2022-11-01,-3,140,641.353333
2542,2023-04-01,14,475034,8634791.190167
2543,2022-02-01,14,1203708,26995814.909667
2544,2024-02-01,42,180511,4236012.125833
2545,2023-12-01,83,9461,185940.386333
2546,2022-12-01,53,20822,413605.922667
2547,2022-03-01,37,51732,854208.809000
2548,2023-01-01,92,10787,189142.940500
2549,2023-12-01,54,28955,588903.870167
2550,2024-01-01,75,8175,184086.081667
2551,2022-07-01,57,11606,182949.460333
2552,2022-09-01,-5,203,926.212000
2553,2023-01-01,29,260838,6162284.659500
2554,2023-06-01,20,435696,8269961.693000
2555,2023-02-01,37,45415,868543.840833
2556,2023-05-01,64,12337,204963.542667
2557,2023-01-01,36,48278,1019676.858500
2558,2022-01-01,3,1301618,25982763.213833
2559,2022-01-01,69,33246,765729.879667
2560,2023-02-01,74,10620,178936.234500
2561,2022-02-01,60,11935,205970.561500
2562,2024-01-01,3,1184020,23516566.293500
2563,2024-01-01,60,28490,660341.365000
2564,2023-12-01,60,23215,486603.664000
2565,2022-11-01,-1,11752,70656.404667
2566,2022-09-01,43,47832,798801.727667
2567,2022-06-01,6,1413171,22818187.867833
2568,2022-08-01,9,831855,13167012.264000
2569,2023-02-01,33,267774,7199806.726500
2570,2022-04-01,33,37936,653241.238333
2571,2023-02-01,94,29882,398262.460667
2572,2023-07-01,62,12884,254053.633000
2573,2022-01-01,20,371469,11280005.753833
2574,2023-05-01,86,20389,259139.869333
2575,2023-03-01,79,10614,166894.532667
2576,2022-03-01,67,11977,192613.823000
2577,2023-11-01,36,456128,8704659.686667
2578,2023-11-01,39,190262,4511262.122167
2579,2024-02-01,8,441482,9852788.640500
2580,2024-02-01,62,21980,439438.163500
2581,2022-02-01,57,13006,227291.665500
2582,2023-10-01,86,8539,151840.724333
2583,2024-01-01,100,4532,85029.040500
2584,2022-06-01,-9,123,754.484000
2585,2022-09-01,14,574428,10383911.270000
2586,2023-08-01,76,10373,191536.195000
2587,2023-08-01,10,618558,11752258.039500
2588,2023-02-01,32,202129,4318337.198667
2589,2022-07-01,14,605187,12795454.522333
2590,2022-02-01,31,40052,717956.338333
2591,2022-08-01,50,17422,291598.553667
2592,2022-01-01,32,65642,1211011.810500
2593,2022-07-01,79,6891,103142.662833
2594,2022-10-01,61,12392,194409.404833
2595,2023-12-01,36,644001,16325893.393167
2596,2024-02-01,32,270410,5496375.977833
2597,2023-11-01,30,343161,9809866.780000
2598,2023-12-01,59,28769,630325.344833
2599,2024-03-01,97,1395,3404.168500
2600,2022-03-01,-9,172,1085.860000
2601,2022-09-01,-16,1,0.042500
2602,2022-12-01,-6,3,10.328833
2603,2022-09-01,-17,1,1.460333
2604,2022-03-01,-15,3,19.257667
2605,2024-01-01,27,341164,7682615.485000
2606,2023-10-01,66,15064,292558.210167
2607,2023-05-01,24,445139,9986775.745000
2608,2022-09-01,17,712679,12766321.687167
2609,2022-05-01,7,839648,13605691.659667
2610,2023-03-01,22,483655,11322637.074500
2611,2022-12-01,91,10827,193776.260000
2612,2022-01-01,71,9370,186579.403833
2613,2022-06-01,38,141632,2372993.490500
2614,2022-11-01,60,11065,201738.608167
2615,2023-12-01,31,345895,10023885.971333
2616,2024-02-01,23,264881,5436633.369333
2617,2024-02-01,25,456436,9478254.184833
2618,2022-03-01,0,978159,5591217.046833
2619,2022-01-01,4,1541074,32451245.507833
2620,2022-05-01,10,706976,12141549.628833
2621,2022-01-01,33,168358,3700970.211333
2622,2022-02-01,59,12676,213975.461167
2623,2023-03-01,7,1188305,22053471.238833
2624,2023-01-01,41,32006,651906.055833
2625,2023-01-01,63,11769,224609.289667
2626,2022-05-01,29,45140,770436.237167
2627,2022-07-01,23,282941,5525837.570667
2628,2022-04-01,46,17666,295266.449333
2629,2024-01-01,80,10133,218846.217833
2630,2023-12-01,2,1406642,27447329.593833
2631,2023-12-01,21,296385,6270817.777333
2632,2022-05-01,26,104333,1994476.327333
2633,2022-12-01,33,92904,2156794.520167
2634,2022-06-01,21,269086,4539822.092667
2635,2023-02-01,79,11559,199199.138833
2636,2023-04-01,31,214593,4162646.544667
2637,2022-05-01,64,12227,185074.695500
2638,2022-11-01,51,19730,361285.486167
2639,2023-04-01,64,10665,186275.745500
2640,2022-07-01,84,7414,102343.530167
2641,2023-08-01,4,656252,14324344.421167
2642,2022-08-01,84,6783,101675.797833
2643,2023-09-01,99,7311,111460.075500
2644,2024-03-01,11,84320,258183.209333
2645,2024-01-01,11,425691,9863357.758667
2646,2023-12-01,53,26776,560380.904833
2647,2022-08-01,4,839646,15871060.723000
2648,2022-06-01,2,1168427,22082965.728833
2649,2022-10-01,51,21283,346010.976833
2650,2022-08-01,57,11867,209940.582000
2651,2022-12-01,93,25341,445803.024333
2652,2022-12-01,75,11185,212239.678167
2653,2023-01-01,77,10624,195985.931667
2654,2023-08-01,47,23993,454025.102833
2655,2023-12-01,89,9803,190220.213000
2656,2023-09-01,82,9906,177132.637167
2657,2023-12-01,17,465907,9058894.280167
2658,2024-02-01,80,26045,481650.330167
2659,2022-03-01,23,245623,4996777.007833
2660,2022-02-01,1,3181986,66689919.182333
2661,2023-01-01,20,524376,13403224.225833
2662,2022-09-01,13,816366,12366961.904667
2663,2022-04-01,78,6755,103333.307000
2664,2023-03-01,8,780117,12957964.383000
2665,2023-01-01,47,45942,873466.306333
2666,2022-09-01,46,19084,331061.892167
2667,2023-04-01,6,857134,14629585.209667
2668,2023-12-01,39,177197,3887355.703833
2669,2024-01-01,91,12177,257361.382333
2670,2023-04-01,95,10286,158422.714167
2671,2022-08-01,85,7802,116868.944333
2672,2022-07-01,-1,9427,38169.916167
2673,2024-03-01,33,70188,218750.787667
2674,2024-01-01,89,8481,177744.475500
2675,2024-03-01,78,2388,6586.629500
2676,2023-11-01,19,297451,6470633.948000
2677,2022-09-01,72,11334,183236.666000
2678,2022-03-01,50,15074,244600.361500
2679,2023-03-01,70,11658,192705.515500
2680,2024-01-01,85,9550,199338.449500
2681,2024-03-01,35,109266,346993.189667
2682,2024-03-01,32,57893,172485.675000
2683,2024-01-01,57,107681,2552419.943000
2684,2023-05-01,39,58696,930583.988667
2685,2023-09-01,19,336749,6794799.376167
2686,2023-02-01,27,502468,8502837.817333
2687,2022-02-01,41,16108,300342.792833
2688,2022-12-01,24,913039,22142046.776833
2689,2022-04-01,72,30928,599065.230500
2690,2022-04-01,35,58252,910122.669000
2691,2022-09-01,78,19331,228857.048500
2692,2022-03-01,66,12292,197529.309500
2693,2024-03-01,91,2202,5573.720833
2694,2022-07-01,-5,193,851.377167
2695,2022-08-01,-6,145,863.916667
2696,2022-10-01,58,11903,189631.428833
2697,2022-05-01,54,12348,215684.328333
2698,2022-06-01,61,11959,179666.744167
2699,2022-12-01,86,6402,109368.859667
2700,2023-11-01,97,4944,85532.084833
2701,2023-09-01,98,5317,85198.286667
2702,2022-07-01,43,28076,449854.484333
2703,2023-09-01,45,30785,591352.265667
2704,2023-07-01,37,177660,4165830.318333
2705,2023-06-01,48,31589,589470.069500
2706,2022-12-01,-3,222,684.284000
2707,2022-04-01,21,232332,4855714.897833
2708,2022-03-01,40,20693,349530.422833
2709,2022-02-01,40,16206,278035.822500
2710,2023-10-01,57,28435,559658.294500
2711,2023-12-01,90,12460,245902.545167
2712,2024-01-01,106,21851,428794.904333
2713,2024-01-01,64,11195,255327.072000
2714,2023-02-01,-4,3,17.562667
2715,2024-01-01,21,288262,6931261.653833
2716,2023-10-01,17,282095,6151606.924833
2717,2022-10-01,10,1179448,19908491.592333
2718,2022-09-01,21,971652,21437057.032833
2719,2023-02-01,54,19082,350721.916667
2720,2022-08-01,5,777712,13443567.598000
2721,2022-05-01,59,31864,479525.108000
2722,2022-06-01,34,33401,535221.749833
2723,2023-11-01,88,9409,175183.182667
2724,2023-05-01,90,6290,89278.265333
2725,2023-05-01,25,537563,9446466.236333
2726,2022-04-01,20,318315,6520894.520500
2727,2022-04-01,6,900510,15149194.834000
2728,2023-02-01,12,550322,9713235.668500
2729,2023-03-01,38,46702,873077.122167
2730,2023-09-01,91,6558,116648.476000
2731,2023-07-01,77,9513,171507.264667
2732,2023-10-01,24,374245,7432431.557833
2733,2023-11-01,6,601279,13782718.815833
2734,2023-09-01,29,418317,8866954.130000
2735,2023-09-01,28,356217,9558572.295833
2736,2022-09-01,77,30695,594415.980167
2737,2023-03-01,21,470802,7988474.701833
2738,2022-01-01,53,23792,489469.948000
2739,2022-03-01,62,12647,193536.498333
2740,2022-07-01,4,823255,14216879.108667
2741,2022-04-01,39,39081,705115.629167
2742,2022-08-01,39,55180,855545.613833
2743,2023-12-01,73,7814,157071.299333
2744,2023-07-01,83,8958,167225.631167
2745,2022-04-01,-11,122,829.811500
2746,2024-03-01,99,1256,3026.441500
2747,2023-11-01,26,515134,11212001.040333
2748,2023-11-01,7,491037,10344881.867667
2749,2024-01-01,39,161582,4059506.650167
2750,2024-02-01,89,9405,179279.903833
2751,2022-03-01,38,40599,727611.608667
2752,2024-02-01,78,15954,327107.449500
2753,2023-10-01,56,37387,705845.641667
2754,2022-04-01,80,7025,106376.310000
2755,2022-06-01,73,19679,274557.544667
2756,2022-09-01,85,6829,104096.179167
2757,2023-07-01,29,418136,8663762.692500
2758,2023-11-01,70,10314,204619.173500
2759,2023-10-01,40,164999,3769329.142667
2760,2022-04-01,9,752463,13398838.845000
2761,2023-01-01,72,11329,197384.542167
2762,2022-01-01,49,13845,267617.432833
2763,2022-12-01,43,53722,964268.434667
2764,2022-04-01,54,12643,209638.540000
2765,2023-12-01,85,10396,202476.977167
2766,2022-07-01,67,11081,171010.053667
2767,2022-05-01,56,12634,203240.363833
2768,2022-07-01,71,10551,157726.173000
2769,2022-07-01,85,9440,122461.910833
2770,2023-04-01,81,11576,192527.555500
2771,2024-03-01,43,36259,108564.536667
2772,2022-01-01,-9,360,2998.336500
2773,2023-06-01,46,27280,536307.340000
2774,2023-06-01,1,1544119,40924567.779667
2775,2022-02-01,34,158342,3145300.631333
2776,2022-05-01,19,274512,5150112.363333
2777,2022-01-01,29,40161,841895.964000
2778,2022-01-01,38,21597,431048.884500
2779,2022-08-01,33,39148,687995.871167
2780,2023-12-01,75,9660,202071.587333
2781,2024-02-01,79,32587,654391.018000
2782,2023-04-01,56,18653,339311.948500
2783,2022-06-01,43,18467,285691.166167
2784,2023-08-01,27,379792,10376103.579667
2785,2024-03-01,80,9811,26562.244000
2786,2022-04-01,-2,787,7786.646000
2787,2023-05-01,9,1004675,17861766.853667
2788,2023-01-01,5,1371692,28138381.461167
2789,2022-01-01,13,1293707,31530979.911500
2790,2023-02-01,7,786565,12604718.626833
2791,2023-02-01,22,565897,10736980.257833
2792,2023-03-01,4,1236486,24367257.251333
2793,2022-01-01,36,42231,911440.278333
2794,2022-04-01,42,15769,266851.650333
2795,2022-04-01,44,21828,386798.956333
2796,2022-02-01,66,11595,201324.212167
2797,2022-11-01,23,890575,19643277.687333
2798,2023-04-01,33,175987,3793107.589833
2799,2023-05-01,31,206343,3962989.415000
2800,2022-08-01,64,12111,194735.086333
2801,2023-04-01,53,16836,292678.622667
2802,2022-11-01,52,20256,353803.913833
2803,2024-03-01,51,6351,17280.012333
2804,2023-10-01,103,22147,378000.056667
2805,2023-10-01,12,569234,10810262.314833
2806,2023-11-01,5,561694,12636432.286333
2807,2022-03-01,30,34444,576808.034833
2808,2022-02-01,32,42370,734675.930500
2809,2022-03-01,81,10583,148950.328333
2810,2023-05-01,56,13819,233936.224500
2811,2023-05-01,52,33514,592902.732667
2812,2023-11-01,104,21646,374386.268000
2813,2022-05-01,84,11327,172469.403333
2814,2022-02-01,78,7133,115090.450000
2815,2022-07-01,36,34246,567660.557500
2816,2023-07-01,66,10908,220531.145333
2817,2024-01-01,97,5378,114444.479833
2818,2022-08-01,-1,413,2144.385333
2819,2023-10-01,21,531650,10857818.094500
2820,2023-10-01,48,27657,552098.233333
2821,2023-09-01,22,425112,7791041.765833
2822,2022-01-01,5,1375502,24173980.154167
2823,2022-09-01,28,304429,7951436.403333
2824,2023-03-01,34,271388,7205721.649000
2825,2022-01-01,81,34137,547859.170000
2826,2022-12-01,81,19064,280244.557833
2827,2023-11-01,72,7537,142905.823333
2828,2023-07-01,19,740055,15521088.538167
2829,2023-07-01,73,28348,531503.614000
2830,2023-07-01,59,17141,337233.925500
2831,2022-12-01,-11,1,24.619833
2832,2022-01-01,-7,508,1905.274500
2833,2023-01-01,-4,26,203.789000
2834,2022-04-01,-10,146,829.550833
2835,2022-01-01,-11,352,1719.049167
2836,2022-05-01,-15,2,10.383500
2837,2022-08-01,-12,2,7.126167
2838,2023-03-01,-11,2,1.652833
2839,2022-12-01,-16,1,1.010167
2840,2023-05-01,-8,1,0.340500
2841,2022-07-01,-11,2,9.740500
2842,2023-02-01,-9,2,58.320167
