,Cost_ID,TITLE_ID,TITLE,SEASON_LEVEL,SEASON_NUMBER,SEASON_FANOUT,MAPPING_TYPE,SOURCE_TITLE_NAME,CONTENT_TYPE,STUDIO,STATUS,AVAIL,REMOVAL_DATE,PROJECT_ID,KIDS_FAMILY,HUB,AIR_YEAR,MAX_SERIES_ID,MAX_MAPPING_TYPE,LOAD_TIMESTAMP,MAPPING_TYPE_TEMP,Assigned Person,search_title
5321,Do not use 848,,,,,,,HITMAN: AGENT 47,Movies Acquired,3RD-PARTY,Committed,12/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Tiffany,AGENT 47
5322,Do not use 1014,,,,,,,HITMANS WIFES BODYGUARD,Movies Acquired,3RD-PARTY,Committed,1/1/26,,,,HBO Acquired,2026,,,11/3/23,0,Tiffany,HITMANS WIFES BODYGUARD
5323,802238,,,,,,,HITMANS WIFES BODYGUARD,Movies Acquired,SUMMIT,Committed,1/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Tiffany,HITMANS WIFES BODYGUARD
5324,Do not use 5952,,,,,,,HOBBS AND SHAW - 0638573_12-148,Movies Acquired,UNI,Committed,3/14/20,,,,HBO Acquired,2020,,,11/3/23,0,Tiffany,HOBBS AND SHAW
5327,MAX-AQ-004147,,,,,,,"HOLLARS, THE",Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,8/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,HOLLARS
5352,MAX-AQ-004205,,,,,,,HOPE SPRINGS (2012),Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,6/1/24,,,No,Max Acquired,2024,,,11/3/23,0,Tiffany,HOPE SPRINGS
5356,Do not use 5869,,,,,,,HORSE SOLDIERS,Movies Acquired,WB,Committed,6/10/21,,,,HBO Acquired,2021,,,11/3/23,0,Tiffany,HORSE SOLDIERS
5363,Do not use 2069,,,,,,,HOSTEL: PART II,Movies Acquired,LIONS GATE,Committed,6/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Tiffany,HOSTEL 
5364,Do not use 2574,,,,,,,HOT AIR,Movies Acquired,LIONS GATE,Committed,9/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Tiffany,HOT AIR
5369,Do not use 2974,,,,,,,HOT TUB TIME MACHINE 2,Movies Acquired,MGM,Committed,11/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Tiffany,HOT TUB
5384,MAX-AQ-004292,,,,,,,"HOUSE BUNNY, THE",Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,HOUSE BUNNY
5385,Do not use 2023,,,,,,,HOUSE OF 1000 CORPSES,Movies Acquired,LIONS GATE,Committed,10/1/18,,,,HBO Acquired,2018,,,11/3/23,0,Tiffany,HOUSE OF
5386,Do not use 2427,,,,,,,HOUSE OF 1000 CORPSES,Movies Acquired,LIONS GATE,Committed,3/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Tiffany,HOUSE OF
5387,MAX-AQ-000237,,,,,,,HOUSE OF 1000 CORPSES,Movies Acquired,"LIONS GATE ENTERTAINMENT, INC.",Committed,4/30/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,HOUSE OF
5388,Do not use 2024,,,,,,,HOUSE OF D,Movies Acquired,LIONS GATE,Committed,10/1/18,,,,HBO Acquired,2018,,,11/3/23,0,Tiffany,HOUSE OF D
5413,MAX-AQ-002276,,,,,,,"HUMAN VOICE, THE",Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,4/30/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,HUMAN VOICE
5422,MAX-AQ-000239,,,,,,,"HUNTING GROUND, THE",Documentary Feature Acquired,"LIONS GATE ENTERTAINMENT, INC.",Committed,10/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,HUNTING GROUND
5423,MAX-AQ-000240,,,,,,,"HURT LOCKER, THE",Movies Acquired,"LIONS GATE ENTERTAINMENT, INC.",Committed,6/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,HURT LOCKER
5427,MAX-OP-000105,,,,,,,Hacks S1,Comedy Series Original,UNIVERSAL TV,Committed,,,DTC1216,No,Max OP,2021,,,11/3/23,0,Tiffany,Hacks
5428,MAX-OP-000216,,,,,,,Hacks S2,Comedy Series Original,UNIVERSAL TV,Committed,,,DTC1260,No,Max OP,2022,,,11/3/23,0,Tiffany,Hacks
5429,MAX-OP-000380,,,,,,,Hacks S3,Comedy Series Original,UNIVERSAL TV,Committed,,,DTC1354,No,Max OP,2024,,,11/3/23,0,Tiffany,Hacks
5430,MAX-OP-000525,,,,,,,Hacks S4 / TBD,Comedy Series Original,UNIVERSAL TV,Uncommitted,,,DTC1403,No,Max OP,2025,,,11/3/23,0,Tiffany,Hacks  
5435,MAX-AQ-006238,,,,,,,Hairspray (Musical Remake),Movies Acquired,WB,Committed,6/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Hairspray
5436,MAX-AQ-000510,,,,,,,Hairspray (Musical Remake),Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Tiffany,Hairspray
5437,MAX-AQ-001138,,,,,,,Hairspray (Musical Remake),Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Tiffany,Hairspray
5438,MAX-AQ-002612,,,,,,,Hairspray (Musical Remake),Movies Acquired,WB,Committed,1/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,Hairspray
5439,MAX-AQ-003091,,,,,,,Hairspray (Musical Remake),Movies Acquired,WB,Committed,10/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,Hairspray
5440,MAX-AQ-003379,,,,,,,Hairspray (Musical Remake),Movies Acquired,WB,Committed,6/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hairspray
5441,MAX-AQ-005077,,,,,,,Hairspray (Musical Remake),Movies Acquired,WB,Committed,9/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hairspray
5442,MAX-AQ-005078,,,,,,,Hairspray (Musical Remake),Movies Acquired,WB,Committed,12/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hairspray
5443,MAX-AQ-006236,,,,,,,Hairspray (Musical Remake),Movies Acquired,WB,Committed,2/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Hairspray
5444,MAX-AQ-006237,,,,,,,Hairspray (Musical Remake),Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Hairspray
5449,MAX-OP-000138,,,,,,,Halloween Craftopia S2A,Unscripted Original,B17 ENTERTAINMENT,Committed,,,DTC1120,No,Max OP,2021,,,11/3/23,0,Tiffany,Halloween Craftopia
5452,MAX-AQ-006243,,,,,,,"Hangover Part II, The",Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Hangover Part II
5453,MAX-AQ-003977,,,,,,,"Hangover Part II, The",Movies Acquired,WB,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hangover Part II
5454,MAX-AQ-003723,,,,,,,"Hangover Part II, The",Movies Acquired,WB,Committed,8/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,Hangover Part II
5455,MAX-AQ-006242,,,,,,,"Hangover Part II, The",Movies Acquired,WB,Committed,1/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Hangover Part II
5456,MAX-AQ-006244,,,,,,,"Hangover Part III, The",Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Hangover Part III
5457,MAX-AQ-003724,,,,,,,"Hangover Part III, The",Movies Acquired,WB,Committed,8/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,Hangover Part III
5458,MAX-AQ-003380,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,6/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hangover
5459,MAX-AQ-003381,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,7/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hangover
5460,MAX-AQ-003382,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,8/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hangover
5461,MAX-AQ-004029,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,2/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hangover
5462,MAX-AQ-003978,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hangover
5463,MAX-AQ-006246,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Hangover
5464,MAX-AQ-007024,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,5/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Hangover
5465,MAX-AQ-006245,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,1/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Hangover
5466,MAX-AQ-004539,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,4/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hangover
5467,MAX-AQ-004541,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,11/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hangover
5468,MAX-AQ-003818,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,9/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hangover
5469,MAX-AQ-004540,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,5/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Hangover
5470,MAX-AQ-001139,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Tiffany,Hangover
5471,MAX-AQ-003725,,,,,,,"Hangover, The",Movies Acquired,WB,Committed,8/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,Hangover
5472,MAX-AQ-005507,,,,,,,Hank Zipzer - S1-S3 - HBOMax - K&F,Kids Content Acquired,DHX WORLDWIDE (U) LIMITED (INT'L - 0%) - #2,Committed,5/13/22,,,Yes,Max Acquired,2022,,,11/3/23,0,Tiffany,Hank Zipzer
5473,MAX-AQ-005508,,,,,,,Hank Zipzer's Christmas Catastrophe - HBOMax - K&F,Movies Acquired,DHX WORLDWIDE (U) LIMITED (INT'L - 0%) - #2,Committed,5/13/22,,,Yes,Max Acquired,2022,,,11/3/23,0,Tiffany,Hank Zipzer's
5474,MAX-AQ-005509,,,,,,,Hank Zipzer-Spanish Dubs re:S3/Movie - HBOMax K&F,Kids Content Acquired,DHX WORLDWIDE (U) LIMITED (INT'L - 0%) - #2,Committed,12/2/22,,,Yes,Max Acquired,2022,,,11/3/23,0,Tiffany,Hank Zipzer-Spanish
5476,MAX-AQ-002232,,,,,,,Happy Endings (2011),Comedy Series Acquired,SONY PICTURES TELEVISION INC.,Committed,4/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,Happy Endings
5500,HBO-OP-000461,,,,,,,Hard Knocks 2022 - In Season S2,Unscripted Original,,Committed,,,Hard Knocks 2022 - In Season S2,No,HBO OP,2022,,,11/3/23,0,Tiffany,Hard Knocks
5501,HBO-OP-001055,,,,,,,Hard Knocks In Season S3,Unscripted Original,,Committed,,,Hard Knocks 2023 - In Season S3,No,HBO OP,2023,,,11/3/23,0,Tiffany,Hard Knocks
5502,HBO-OP-001168,,,,,,,Hard Knocks In Season S4,Unscripted Original,,Committed,,,,No,HBO OP,2024,,,11/3/23,0,Tiffany,Hard Knocks
5503,HBO-OP-001172,,,,,,,Hard Knocks In Season S5,Unscripted Original,,Uncommitted,,,,No,HBO OP,2025,,,11/3/23,0,Tiffany,Hard Knocks
5504,HBO-OP-001207,,,,,,,Hard Knocks In Season S6,Documentary Feature Original,,Uncommitted,,,Sopranos Doc,No,HBO OP,2026,,,11/3/23,0,Tiffany,Hard Knocks
5505,HBO-OP-000433,,,,,,,Hard Knocks S17,Unscripted Original,,Committed,,,SPT: HARDKNOCKS 2022,No,HBO OP,2022,,,11/3/23,0,Tiffany,Hard Knocks
5506,HBO-OP-000507,,,,,,,Hard Knocks S18,Unscripted Original,,Committed,,,SPT: HARDKNOCKS 2023,No,HBO OP,2023,,,11/3/23,0,Tiffany,Hard Knocks
5507,HBO-OP-000563,,,,,,,Hard Knocks S19,Unscripted Original,,Committed,,,SPT: HARDKNOCKS 2024,No,HBO OP,2024,,,11/3/23,0,Tiffany,Hard Knocks
5508,HBO-OP-000610,,,,,,,Hard Knocks S20,Unscripted Original,,Committed,,,SPT: HARDKNOCKS 2025,No,HBO OP,2025,,,11/3/23,0,Tiffany,Hard Knocks
5509,HBO-OP-001215,,,,,,,Hard Knocks S21,Unscripted Original,,Committed,,,SPT: HARDKNOCKS 2025,No,HBO OP,2026,,,11/3/23,0,Tiffany,Hard Knocks
5510,HBO-OP-000113,,,,,,,Hard Truth Ain't It,Documentary Feature Original,,Committed,,,WCF-10019094,No,HBO OP,2019,,,11/3/23,0,Tiffany,Hard Truth Ain't
5513,MAX-AQ-005711,,,,,,,Harley Quinn S1,Adult Animation Original,WB,Committed,8/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Harley Quinn
5514,MAX-AQ-001802,,,,,,,Harley Quinn S1,Adult Animation Original,WB,Committed,8/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,Harley Quinn
5515,MAX-AQ-005712,,,,,,,Harley Quinn S2,Adult Animation Original,WB,Committed,8/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Harley Quinn
5516,MAX-AQ-001803,,,,,,,Harley Quinn S2,Adult Animation Original,WB,Committed,8/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,Harley Quinn
5517,MAX-OP-000243,,,,,,,Harley Quinn S3,Adult Animation Original,WBA,Committed,,,DTC1203,No,Max OP,2022,,,11/3/23,0,Tiffany,Harley Quinn
5518,MAX-OP-000811,,,,,,,Harley Quinn S3B A Very Problematic Valentine's Day Special,Adult Animation Original,WBA,Committed,,,DTC1371,No,Max OP,2023,,,11/3/23,0,Tiffany,Harley Quinn
5519,MAX-OP-000411,,,,,,,Harley Quinn S4,Adult Animation Original,WBA,Committed,,,DTC1347,No,Max OP,2023,,,11/3/23,0,Tiffany,Harley Quinn
5520,MAX-OP-000551,,,,,,,Harley Quinn S5,Adult Animation Original,WBA,Committed,,,DTC1385,No,Max OP,2024,,,11/3/23,0,Tiffany,Harley Quinn
5533,MAX-OP-000165,,,,,,,Harry Potter 20th Anniversary:  Return to Hogwarts,Kids Content Original,WB,Committed,,,DTC1300,No,Max OP,2022,,,11/3/23,0,Tiffany,Harry Potter 20th Anniversary
5539,MAX-AQ-006854,,,,,,,Harry Potter And The Deathly Hallows Part 1,Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Harry Potter And The Deathly Hallows
5540,MAX-AQ-002957,,,,,,,Harry Potter And The Deathly Hallows Part 1,Movies Acquired,WB,Committed,6/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,Harry Potter And The Deathly Hallows
5541,MAX-AQ-002958,,,,,,,Harry Potter And The Deathly Hallows Part 1,Movies Acquired,WB,Committed,9/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,Harry Potter And The Deathly Hallows
5542,MAX-AQ-004320,,,,,,,Harry Potter And The Deathly Hallows Part 1,Movies Acquired,WB,Committed,2/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Harry Potter And The Deathly Hallows
5543,MAX-AQ-004321,,,,,,,Harry Potter And The Deathly Hallows Part 1,Movies Acquired,WB,Committed,11/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Harry Potter And The Deathly Hallows
5544,MAX-AQ-004322,,,,,,,Harry Potter And The Deathly Hallows Part 2,Movies Acquired,WB,Committed,2/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Harry Potter And The Deathly Hallows
5545,MAX-AQ-006855,,,,,,,Harry Potter And The Deathly Hallows Part 2,Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Harry Potter And The Deathly Hallows
5546,MAX-AQ-002960,,,,,,,Harry Potter And The Deathly Hallows Part 2,Movies Acquired,WB,Committed,9/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,Harry Potter And The Deathly Hallows
5547,MAX-AQ-002959,,,,,,,Harry Potter And The Deathly Hallows Part 2,Movies Acquired,WB,Committed,6/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,Harry Potter And The Deathly Hallows
5548,MAX-AQ-004323,,,,,,,Harry Potter And The Deathly Hallows Part 2,Movies Acquired,WB,Committed,11/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Harry Potter And The Deathly Hallows
5574,MAX-OP-000609,,,,,,,Harry Potter S1,Drama Series Original,WBTV,Uncommitted,,,DTC1427,No,Max OP,2026,,,11/3/23,0,Tiffany,Harry Potter S1
5575,MAX-AQ-000331,,,,,,,Harry Potter and the Chamber of Secrets�(2002),Movies Acquired,WB,Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,Harry Potter and the Chamber of Secrets
5576,MAX-AQ-000336,,,,,,,Harry Potter and the Deathly Hallows � Part 1�(2010),Movies Acquired,WB,Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,Harry Potter and the Deathly Hallows
5577,MAX-AQ-000337,,,,,,,Harry Potter and the Deathly Hallows � Part 2�(2011),Movies Acquired,WB,Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,Harry Potter and the Deathly Hallows
5578,MAX-AQ-000333,,,,,,,Harry Potter and the Goblet of Fire�(2005),Movies Acquired,WB,Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,Harry Potter and the Goblet of Fire
5579,MAX-AQ-000335,,,,,,,Harry Potter and the Half-Blood Prince�(2009),Movies Acquired,WB,Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,Harry Potter and the Half-Blood Prince
5580,MAX-AQ-000334,,,,,,,Harry Potter and the Order of the Phoenix�(2007),Movies Acquired,WB,Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,Harry Potter and the Order of the Phoenix
5581,MAX-AQ-000330,,,,,,,Harry Potter and the Philosopher's Stone�(2001),Movies Acquired,WB,Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,Harry Potter and the Philosopher's Stone
5582,MAX-AQ-000332,,,,,,,Harry Potter and the Prisoner of Azkaban�(2004),Movies Acquired,WB,Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,Harry Potter and the Prisoner of Azkaban
5583,MAX-AQ-001925,,,,,,,"Harvey Birdman, Attorney At Law",Adult Animation Acquired,AS,Committed,9/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,Harvey Birdman
5584,MAX-AQ-006932,,,,,,,"Harvey Birdman, Attorney At Law",Adult Animation Acquired,AS,Uncommitted,9/2/27,,,No,Max Acquired,2027,,,11/3/23,0,Tiffany,Harvey Birdman
5585,MAX-AQ-006888,,,,,,,"Harvey Birdman, Attorney At Law",Adult Animation Acquired,AS,Uncommitted,9/1/25,,,No,Max Acquired,2025,,,11/3/23,0,Tiffany,Harvey Birdman
5586,MAX-AQ-005819,,,,,,,"Harvey Birdman, Attorney At Law",Adult Animation Acquired,AS,Committed,9/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Harvey Birdman
5587,MAX-AQ-005330,,,,,,,"Harvey Girls, The",Movies Acquired,WB,Committed,6/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Tiffany,Harvey Girls
5588,MAX-AQ-002831,,,,,,,"Harvey Girls, The",Movies Acquired,WB,Committed,10/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,Harvey Girls
5589,MAX-AQ-006252,,,,,,,"Harvey Girls, The",Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Harvey Girls
5590,MAX-AQ-006253,,,,,,,"Haunting, The",Movies Acquired,WB,Committed,10/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Haunting
5591,MAX-OP-000040,,,,,,,Haute Dog S1 A,Unscripted Original,JAX MEDIA,Committed,,,DTC1077,No,Max OP,2020,,,11/3/23,0,Tiffany,Haute Dog
5592,MAX-OP-000083,,,,,,,Haute Dog S1 C,Unscripted Original,JAX MEDIA,Committed,,,HOTDOGS1BCO,No,Max OP,2021,,,11/3/23,0,Tiffany,Haute Dog
5593,MAX-OP-000071,,,,,,,Haute Dog S1B Christmas Episode Yule Dog,Unscripted Original,JAX MEDIA,Committed,,,HOTDOGS1B,No,Max OP,2020,,,11/3/23,0,Tiffany,Haute Dog
5603,MAX-OP-000150,,,,,,,Head of the Class S1,Kids Content Original,WARNER HORIZON,Committed,,,DTC1243,No,Max OP,2021,,,11/3/23,0,Tiffany,Head of the Class
5604,MAX-AQ-007043,,,,,,,Headless Chickens (Pollos Sin Cabeza) (Spain),International Content Original,HBO INT. - SERIES,Committed,4/28/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Headless Chickens
5605,MAX-AQ-001926,,,,,,,"Heart, She Holler, The",Comedy Series Acquired,AS,Committed,1/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Tiffany,"Heart, She Holler"
5606,MAX-AQ-002107,,,,,,,"Heart, She Holler, The",Comedy Series Acquired,AS,Uncommitted,1/1/24,,,No,Max Acquired,2024,,,11/3/23,0,Tiffany,"Heart, She Holler"
5613,MAX-OP-000068,,,,,,,Heavens Gate The Cults of Cults (CNN),Documentary Series Original,CNN,Committed,,,DTC1005,No,Max OP,2020,,,11/3/23,0,Tiffany,Heavens Gate
5616,MAX-AQ-007160,,,,,,,Hell in the Heartland,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Hell in the Heartland
5617,MAX-AQ-002033,,,,,,,Hell in the Heartland,Documentary Series Acquired,HLN,Committed,12/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Tiffany,Hell in the Heartland
5618,MAX-AQ-007354,,,,,,,Hell in the Heartland,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Tiffany,Hell in the Heartland
5620,MAX-AQ-000055,,,,,,,Hellboy (Library),Movies Acquired,REVOLUTION STUDIOS,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Tiffany,Hellboy
5621,HBO-OP-000459,,,,,,,Her Name Was Tawana,Documentary Series Original,,Committed,,,WCF-10022208,No,HBO OP,2024,,,11/3/23,0,Tiffany,Her Name Was Tawana
5623,Do Not Use 293,,,,,,,High 1 - 2025 Release,Movies Acquired,WB,Committed,7/17/25,,,,HBO Acquired,2025,,,11/3/23,0,Tiffany,
5624,Do Not Use 313,,,,,,,High 1 - 2026 Release,Movies Acquired,WB,Committed,7/16/26,,,,HBO Acquired,2026,,,11/3/23,0,Tiffany,
5625,Do Not Use 335,,,,,,,High 1 - 2027 Release,Movies Acquired,WB,Committed,5/29/27,,,,HBO Acquired,2027,,,11/3/23,0,Tiffany,
5626,Do Not Use 357,,,,,,,High 1 - 2028 Release,Movies Acquired,WB,Committed,5/27/28,,,,HBO Acquired,2028,,,11/3/23,0,Tiffany,
5627,Do Not Use 294,,,,,,,High 2 - 2025 Release,Movies Acquired,WB,Committed,5/31/25,,,,HBO Acquired,2025,,,11/3/23,0,Tiffany,
5628,Do Not Use 314,,,,,,,High 2 - 2026 Release,Movies Acquired,WB,Committed,5/30/26,,,,HBO Acquired,2026,,,11/3/23,0,Tiffany,
5629,Do Not Use 336,,,,,,,High 2 - 2027 Release,Movies Acquired,WB,Committed,11/6/27,,,,HBO Acquired,2027,,,11/3/23,0,Tiffany,
5630,Do Not Use 358,,,,,,,High 2 - 2028 Release,Movies Acquired,WB,Committed,11/4/28,,,,HBO Acquired,2028,,,11/3/23,0,Tiffany,
5631,Do Not Use 295,,,,,,,High 3 - 2025 Release,Movies Acquired,WB,Committed,2/12/26,,,,HBO Acquired,2026,,,11/3/23,0,Tiffany,
5632,Do Not Use 315,,,,,,,High 3 - 2026 Release,Movies Acquired,WB,Committed,2/11/27,,,,HBO Acquired,2027,,,11/3/23,0,Tiffany,
5633,Do Not Use 337,,,,,,,High 3 - 2027 Release,Movies Acquired,WB,Committed,11/20/27,,,,HBO Acquired,2027,,,11/3/23,0,Tiffany,
5634,Do Not Use 359,,,,,,,High 3 - 2028 Release,Movies Acquired,WB,Committed,11/18/28,,,,HBO Acquired,2028,,,11/3/23,0,Tiffany,
5635,Do Not Use 296,,,,,,,High 4 - 2025 Release,Movies Acquired,WB,Committed,3/7/26,,,,HBO Acquired,2026,,,11/3/23,0,Tiffany,
5636,Do Not Use 316,,,,,,,High 4 - 2026 Release,Movies Acquired,WB,Committed,3/6/27,,,,HBO Acquired,2027,,,11/3/23,0,Tiffany,
5637,Do Not Use 338,,,,,,,High 4 - 2027 Release,Movies Acquired,WB,Committed,2/10/28,,,,HBO Acquired,2028,,,11/3/23,0,Tiffany,
5638,Do Not Use 360,,,,,,,High 4 - 2028 Release,Movies Acquired,WB,Committed,2/8/29,,,,HBO Acquired,2029,,,11/3/23,0,Tiffany,
5639,Do Not Use 297,,,,,,,High 5 - 2025 Release,Movies Acquired,WB,Committed,11/22/25,,,,HBO Acquired,2025,,,11/3/23,0,Tiffany,
5640,Do Not Use 317,,,,,,,High 5 - 2026 Release,Movies Acquired,WB,Committed,11/21/26,,,,HBO Acquired,2026,,,11/3/23,0,Tiffany,
5641,Do Not Use 339,,,,,,,High 5 - 2027 Release,Movies Acquired,WB,Committed,3/4/28,,,,HBO Acquired,2028,,,11/3/23,0,Tiffany,
5642,Do Not Use 361,,,,,,,High 5 - 2028 Release,Movies Acquired,WB,Committed,3/3/29,,,,HBO Acquired,2029,,,11/3/23,0,Tiffany,
