,Cost_ID,TITLE_ID,TITLE,SEASON_LEVEL,SEASON_NUMBER,SEASON_FANOUT,MAPPING_TYPE,SOURCE_TITLE_NAME,CONTENT_TYPE,STUDIO,STATUS,AVAIL,REMOVAL_DATE,PROJECT_ID,KIDS_FAMILY,HUB,AIR_YEAR,MAX_SERIES_ID,MAX_MAPPING_TYPE,LOAD_TIMESTAMP,MAPPING_TYPE_TEMP,Assigned Person
96,MAX-AQ-005330,GYS6z3Axy9KwHPgEAAAEA,,,,,,"Harvey Girls, The",Movies Acquired,WB,Committed,6/1/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
97,MAX-AQ-002831,GYS6z3Axy9KwHPgEAAAEA,,,,,,"Harvey Girls, The",Movies Acquired,WB,Committed,10/1/21,,,No,Max Acquired,2021.0,,,11/3/23,0,Tiffany
98,MAX-AQ-006252,GYS6z3Axy9KwHPgEAAAEA,,,,,,"Harvey Girls, The",Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
99,MAX-AQ-006253,GX07YDABMPoaMwgEAAAE1,,,,,,"Haunting, The",Movies Acquired,WB,Committed,10/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
100,MAX-OP-000040,GX2TedgOIjh6fnAEAAAFJ,,,,,,Haute Dog S1 A,Unscripted Original,JAX MEDIA,Committed,,,DTC1077,No,Max OP,2020.0,,,11/3/23,0,Tiffany
101,MAX-OP-000083,GX2TedgOIjh6fnAEAAAFJ,,,,,,Haute Dog S1 C,Unscripted Original,JAX MEDIA,Committed,,,HOTDOGS1BCO,No,Max OP,2021.0,,,11/3/23,0,Tiffany
102,MAX-OP-000071,GX2TedgOIjh6fnAEAAAFJ,,,,,,Haute Dog S1B Christmas Episode Yule Dog,Unscripted Original,JAX MEDIA,Committed,,,HOTDOGS1B,No,Max OP,2020.0,,,11/3/23,0,Tiffany
103,MAX-OP-000150,GYV-McAuLRnpuvQEAAAAb,,,,,,Head of the Class S1,Kids Content Original,WARNER HORIZON,Committed,,,DTC1243,No,Max OP,2021.0,,,11/3/23,0,Tiffany
104,MAX-AQ-007043,GZCblSgklJrDCLQEAAAY6,,,,,,Headless Chickens (Pollos Sin Cabeza) (Spain),International Content Original,HBO INT. - SERIES,Committed,4/28/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
105,MAX-AQ-001926,GXbonuQgsfXepwwEAABfE,,,,,,"Heart, She Holler, The",Comedy Series Acquired,AS,Committed,1/1/21,,,No,Max Acquired,2021.0,,,11/3/23,0,Tiffany
106,MAX-AQ-002107,GXbonuQgsfXepwwEAABfE,,,,,,"Heart, She Holler, The",Comedy Series Acquired,AS,Uncommitted,1/1/24,,,No,Max Acquired,2024.0,,,11/3/23,0,Tiffany
107,MAX-AQ-007160,GX5Bt_Qg4qJO1kAEAAABW,,,,,,Hell in the Heartland,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
108,MAX-AQ-002033,GX5Bt_Qg4qJO1kAEAAABW,,,,,,Hell in the Heartland,Documentary Series Acquired,HLN,Committed,12/1/20,,,No,Max Acquired,2020.0,,,11/3/23,0,Tiffany
109,MAX-AQ-007354,GX5Bt_Qg4qJO1kAEAAABW,,,,,,Hell in the Heartland,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
110,MAX-AQ-002013,GXcyUiwZdw5uAuwEAAAi0,,,,,,"History of Comedy, The",Documentary Series Acquired,CNN,Committed,12/1/20,,,No,Max Acquired,2020.0,,,11/3/23,0,Tiffany
111,MAX-AQ-000056,GYTms4QCoI6DDCQEAAADu,,,,,,Hollywood Homicide (Library),Movies Acquired,REVOLUTION STUDIOS,Committed,,,,No,Max Acquired,1900.0,,,11/3/23,0,Tiffany
112,MAX-AQ-001533,GYYuNiwCbMcLDwwEAAACV,,,,,,Home S1,Comedy Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,6/1/20,,,No,Max Acquired,2020.0,,,11/3/23,0,Tiffany
113,MAX-AQ-001534,GYYuNiwCbMcLDwwEAAACV,,,,,,Home S2,Comedy Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,6/1/20,,,No,Max Acquired,2020.0,,,11/3/23,0,Tiffany
114,MAX-AQ-001535,GYZLNlwOBoJKWWQEAAABk,,,,,,"Honourable Woman, The",Drama Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,6/1/20,,,No,Max Acquired,2020.0,,,11/3/23,0,Tiffany
115,MAX-AQ-005333,GYuMHfQaHm8NewgEAAA8J,,,,,,"Hook, Line and Sinker",Movies Acquired,WB,Committed,9/1/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
116,MAX-OP-000759,GW_L3qwtOpL3DwgEAAAEl,,,,,,Hop S1A,Kids Content Original,EPIC STORY MEDIA,Committed,,,HKF0034,Yes,Max OP,2024.0,,,11/3/23,0,Tiffany
117,MAX-OP-000760,GW_L3qwtOpL3DwgEAAAEl,,,,,,Hop S1B,Kids Content Original,EPIC STORY MEDIA,Committed,,,HOPS1B,Yes,Max OP,2024.0,,,11/3/23,0,Tiffany
118,MAX-OP-000879,GW_L3qwtOpL3DwgEAAAEl,,,,,,Hop S1C,Kids Content Original,TP,Committed,,,HOPS1C,Yes,Max OP,2025.0,,,11/3/23,0,Tiffany
119,MAX-OP-000889,GW_L3qwtOpL3DwgEAAAEl,,,,,,Hop S1D,Kids Content Original,TP,Committed,,,HOPS1D,Yes,Max OP,2025.0,,,11/3/23,0,Tiffany
120,MAX-AQ-005335,GXtqy_QCkjsJHjQEAAAi1,,,,,,"Horn Blows at Midnight, The",Movies Acquired,WB,Committed,2/1/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
121,MAX-AQ-000824,GXtqy_QCkjsJHjQEAAAi1,,,,,,"Horn Blows at Midnight, The",Movies Acquired,WB,Committed,,,,No,Max Acquired,1900.0,,,11/3/23,0,Tiffany
122,MAX-OP-000072,GXvTTlQwJdcLDGQEAAAMj,,,,,,House of Ho S1,Unscripted Original,LIONSGATE TV,Committed,,,DTC1068,No,Max OP,2020.0,,,11/3/23,0,Tiffany
123,MAX-OP-000252,GXvTTlQwJdcLDGQEAAAMj,,,,,,House of Ho S2,Unscripted Original,LIONSGATE TV,Committed,,,DTC1237,No,Max OP,2022.0,,,11/3/23,0,Tiffany
124,MAX-AQ-006273,GXwNxKAQgMcPDwgEAAAOh,,,,,,House of Wax (2005),Movies Acquired,WB,Committed,1/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
125,MAX-AQ-001148,GXwNxKAQgMcPDwgEAAAOh,,,,,,House of Wax (2005),Movies Acquired,WB,Committed,,,,No,Max Acquired,1900.0,,,11/3/23,0,Tiffany
126,MAX-AQ-000518,GXwNxKAQgMcPDwgEAAAOh,,,,,,House of Wax (2005),Movies Acquired,WB,Committed,,,,No,Max Acquired,1900.0,,,11/3/23,0,Tiffany
127,MAX-AQ-006274,GXwNxKAQgMcPDwgEAAAOh,,,,,,House of Wax (2005),Movies Acquired,WB,Committed,2/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
128,MAX-AQ-005082,GYW8XhA7iuq27iQEAAAHT,,,,,,"House, The",Movies Acquired,WB,Committed,4/17/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
129,MAX-AQ-007726,GYW8XhA7iuq27iQEAAAHT,,,,,,"House, The",Movies Acquired,WB,Committed,10/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
130,MAX-AQ-005659,GYxfOLQ8mwcLDwgEAAAAD,,,,,,Housing Complex C (101-103),Adult Animation Acquired,AS,Committed,10/1/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
131,MAX-AQ-007355,GXc8iNg8iV8PCwwEAAAgr,,,,,,How It Really Happened S1,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
132,MAX-AQ-007163,GXc8iNg8iV8PCwwEAAAgr,,,,,,How It Really Happened S1,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
133,MAX-AQ-007164,GXc8iNg8iV8PCwwEAAAgr,,,,,,How It Really Happened S2,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
134,MAX-AQ-007165,GXc8iNg8iV8PCwwEAAAgr,,,,,,How It Really Happened S3,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
135,MAX-AQ-007166,GXc8iNg8iV8PCwwEAAAgr,,,,,,How It Really Happened S4,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
136,MAX-AQ-002196,GXc8iNg8iV8PCwwEAAAgr,,,,,,How It Really Happened S5,Documentary Series Acquired,HLN,Committed,2/27/21,,,No,Max Acquired,2021.0,,,11/3/23,0,Tiffany
137,MAX-AQ-007167,GXc8iNg8iV8PCwwEAAAgr,,,,,,How It Really Happened S5,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
138,MAX-AQ-007168,GXc8iNg8iV8PCwwEAAAgr,,,,,,How It Really Happened S6,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
139,MAX-AQ-007169,GXc8iNg8iV8PCwwEAAAgr,,,,,,How It Really Happened S7,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
140,HBO-OP-001028,GZRasKAftl8JMRAEAABC2,,,,,,How We Get Free,Documentary Feature Original,,Committed,,,WCF-10024280,No,HBO OP,2023.0,,,11/3/23,0,Tiffany
141,HBO-OP-001242,GY3f-0gm-acPCLwEAAAEf,,,,,,Howard Stern Interview,Unscripted Original,,Committed,,,WCF-10023243,No,HBO OP,2024.0,,,11/3/23,0,Tiffany
142,HBO-OP-001163,GY3f-0gm-acPCLwEAAAEf,,,,,,Howard Stern Interview: Springsteen,Special Original,,Committed,,,WCF-10024661,No,HBO OP,2022.0,,,11/3/23,0,Tiffany
143,MAX-AQ-000037,GXrHR0QRNbnUYOAEAAABB,,,,,,Howl�s Moving Castle,Movies Acquired,G KIDS,Committed,6/1/20,,,No,Max Acquired,2020.0,,,11/3/23,0,Tiffany
144,MAX-AQ-007815,GXrHR0QRNbnUYOAEAAABB,,,,,,Howl�s Moving Castle,Movies Acquired,G KIDS,Committed,5/27/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
145,MAX-AQ-002837,GXrHplwxiBMPCwwEAAAAc,,,,,,"Hunger, The",Movies Acquired,WB,Committed,9/1/21,,,No,Max Acquired,2021.0,,,11/3/23,0,Tiffany
146,MAX-AQ-005338,GXrHplwxiBMPCwwEAAAAc,,,,,,"Hunger, The",Movies Acquired,WB,Committed,7/1/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
147,MAX-AQ-006292,GXrHplwxiBMPCwwEAAAAc,,,,,,"Hunger, The",Movies Acquired,WB,Committed,2/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
148,MAX-AQ-000827,GXrHplwxiBMPCwwEAAAAc,,,,,,"Hunger, The",Movies Acquired,WB,Committed,,,,No,Max Acquired,1900.0,,,11/3/23,0,Tiffany
149,MAX-AQ-002014,GXdgqLgOOA8PCwwEAADOd,,,,,,"Hunt with John Walsh, The",Documentary Series Acquired,CNN,Committed,12/1/20,,,No,Max Acquired,2020.0,,,11/3/23,0,Tiffany
150,MAX-AQ-006534,GY5xSiw05Ha-1mgEAAAas,,,,,,I Don�t Like Driving (No Me Gusta Conducir) ,International Content Original,HBO INT. - SERIES,Committed,1/13/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
151,MAX-AQ-001645,GX6MziQh41pYSwwEAAAK4,,,,,,I Hate Suzie S1,Comedy Series Original,UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP,Committed,11/19/20,,,No,Max Acquired,2020.0,,,11/3/23,0,Tiffany
152,MAX-AQ-001648,GX6MziQh41pYSwwEAAAK4,,,,,,I Hate Suzie S1-2 Retro Fees for S3,Comedy Series Original,UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP,Committed,12/20/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
153,MAX-AQ-001650,GX6MziQh41pYSwwEAAAK4,,,,,,I Hate Suzie S1-3 Retro Fees for S4,Comedy Series Original,UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP,Committed,12/20/24,,,No,Max Acquired,2024.0,,,11/3/23,0,Tiffany
154,MAX-AQ-001646,GX6MziQh41pYSwwEAAAK4,,,,,,I Hate Suzie S2,Comedy Series Original,UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP,Committed,12/20/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
155,MAX-AQ-001647,GX6MziQh41pYSwwEAAAK4,,,,,,I Hate Suzie S3,Comedy Series Original,UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP,Committed,12/20/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
156,MAX-AQ-001649,GX6MziQh41pYSwwEAAAK4,,,,,,I Hate Suzie S4,Comedy Series Original,UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP,Committed,12/20/24,,,No,Max Acquired,2024.0,,,11/3/23,0,Tiffany
157,MAX-AQ-001651,GX6MziQh41pYSwwEAAAK4,,,,,,I Hate Suzie S5,Comedy Series Original,UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP,Committed,12/20/25,,,No,Max Acquired,2025.0,,,11/3/23,0,Tiffany
158,MAX-AQ-001652,GX6MziQh41pYSwwEAAAK4,,,,,,I Hate Suzie S6,Comedy Series Acquired,UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP,Committed,12/20/26,,,No,Max Acquired,2026.0,,,11/3/23,0,Tiffany
159,MAX-AQ-005339,GYd3IpQVnzQPCwgEAAAYi,,,,,,Ice Pirates,Movies Acquired,WB,Committed,2/1/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
160,MAX-AQ-002980,GYK0x7gXCza4OwwEAAADl,,,,,,In the Heights (First Window),Movies Acquired,WB,Committed,6/11/21,,,No,Max Acquired,2021.0,,,11/3/23,0,Tiffany
161,MAX-AQ-002997,GYK0x7gXCza4OwwEAAADl,,,,,,In the Heights (Second Window),Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
162,MAX-AQ-001979,GXkNXsArG_o7CZgEAABfH,,,,,,Infinity Train Book 1,Kids Content Original,CN,Committed,6/1/20,,,Yes,Max Acquired,2020.0,,,11/3/23,0,Tiffany
163,MAX-AQ-001980,GXkNXsArG_o7CZgEAABfH,,,,,,Infinity Train Book 2,Kids Content Original,CN,Committed,6/10/20,,,Yes,Max Acquired,2020.0,,,11/3/23,0,Tiffany
164,MAX-OP-000026,GXkNXsArG_o7CZgEAABfH,,,,,,Infinity Train Order #2A,Kids Content Original,CNS,Committed,,,DTC1097,Yes,Max OP,2020.0,,,11/3/23,0,Tiffany
165,MAX-OP-000094,GXkNXsArG_o7CZgEAABfH,,,,,,Infinity Train Order -#2B,Kids Content Original,DTC,Committed,,,INFTS2B,Yes,Max OP,2021.0,,,11/3/23,0,Tiffany
166,MAX-AQ-000828,GX07ZOAPNt4aMwgEAAAFv,,,,,,"Informer, The",Movies Acquired,WB,Committed,,,,No,Max Acquired,1900.0,,,11/3/23,0,Tiffany
167,MAX-AQ-002077,GXbGoFQcNI4NiYAEAAAV4,,,,,,Inside Carbonaro,Unscripted Acquired,TRUTV,Committed,6/2/20,,,No,Max Acquired,2020.0,,,11/3/23,0,Tiffany
168,MAX-AQ-002035,GXdRL2A375aXCPQEAABEZ,,,,,,Inside Evil with Chris Cuomo ,Documentary Series Acquired,HLN,Committed,12/1/20,,,No,Max Acquired,2020.0,,,11/3/23,0,Tiffany
169,MAX-AQ-000172,GX25_nQyGio1IugEAAAMU,,,,,,Invisible War,Documentary Feature Acquired,"CHAIN CAMERA PICTURES, INC.",Committed,10/1/20,,,No,Max Acquired,2020.0,,,11/3/23,0,Tiffany
170,MAX-AQ-007616,GXrHplwuS-sPCwwEAAAAb,,,,,,"Iron Giant, The",Movies Acquired,WB,Committed,9/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
171,MAX-AQ-000528,GXrHplwuS-sPCwwEAAAAb,,,,,,"Iron Giant, The",Movies Acquired,WB,Committed,,,,No,Max Acquired,1900.0,,,11/3/23,0,Tiffany
172,MAX-AQ-003400,GXrHplwuS-sPCwwEAAAAb,,,,,,"Iron Giant, The",Movies Acquired,WB,Committed,2/1/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
173,MAX-AQ-001160,GXrHplwuS-sPCwwEAAAAb,,,,,,"Iron Giant, The",Movies Acquired,WB,Committed,,,,No,Max Acquired,1900.0,,,11/3/23,0,Tiffany
174,MAX-AQ-007511,GXrHplwuS-sPCwwEAAAAb,,,,,,"Iron Giant, The",Movies Acquired,WB,Committed,8/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
175,MAX-AQ-005083,GXrHplwuS-sPCwwEAAAAb,,,,,,"Iron Giant, The",Movies Acquired,WB,Committed,6/1/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
176,MAX-AQ-007729,GXrHplwuS-sPCwwEAAAAb,,,,,,"Iron Giant, The",Movies Acquired,WB,Committed,11/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
177,MAX-AQ-005763,GXrHplwuS-sPCwwEAAAAb,,,,,,"Iron Giant, The",Movies Acquired,WB,Committed,9/1/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
178,MAX-AQ-006307,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (2017),Movies Acquired,WB,Committed,10/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
179,MAX-AQ-004035,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (2017),Movies Acquired,WB,Committed,6/19/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
180,MAX-AQ-004589,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (2017),Movies Acquired,WB,Committed,2/27/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
181,MAX-AQ-004590,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (2017),Movies Acquired,WB,Committed,5/27/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
182,MAX-AQ-004591,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (2017),Movies Acquired,WB,Committed,12/19/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
183,MAX-AQ-006304,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (2017),Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
184,MAX-AQ-006305,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (2017),Movies Acquired,WB,Committed,5/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
185,MAX-AQ-006306,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (2017),Movies Acquired,WB,Committed,9/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
186,MAX-AQ-004593,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (Stephen King's),Movies Acquired,WB,Committed,10/1/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
187,MAX-AQ-002622,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (Stephen King's),Movies Acquired,WB,Committed,1/1/21,,,No,Max Acquired,2021.0,,,11/3/23,0,Tiffany
188,MAX-AQ-002623,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (Stephen King's),Movies Acquired,WB,Committed,12/1/21,,,No,Max Acquired,2021.0,,,11/3/23,0,Tiffany
189,MAX-AQ-003019,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (Stephen King's),Movies Acquired,WB,Committed,9/1/21,,,No,Max Acquired,2021.0,,,11/3/23,0,Tiffany
190,MAX-AQ-006309,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (Stephen King's),Movies Acquired,WB,Committed,10/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
191,MAX-AQ-006308,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (Stephen King's),Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023.0,,,11/3/23,0,Tiffany
192,MAX-AQ-004594,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (Stephen King's),Movies Acquired,WB,Committed,11/1/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
193,MAX-AQ-004592,GX_dBIw6UfcLCRAEAAAAC,,,,,,It (Stephen King's),Movies Acquired,WB,Committed,5/1/22,,,No,Max Acquired,2022.0,,,11/3/23,0,Tiffany
